date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id
2026-07-17,78.49,0,13.49,13.49,78.49,0,13.49,13.49,AIGFS,20260716_00
2026-07-18,78.01,0,13.01,13.01,78.01,0,13.01,13.01,AIGFS,20260716_00
2026-07-19,76.39,0,11.39,11.39,76.39,0,11.39,11.39,AIGFS,20260716_00
2026-07-20,74.32,0,9.32,9.32,74.32,0,9.32,9.32,AIGFS,20260716_00
2026-07-21,76.95,0,11.95,11.95,76.95,0,11.95,11.95,AIGFS,20260716_00
2026-07-22,75.21,0,10.21,10.21,75.21,0,10.21,10.21,AIGFS,20260716_00
2026-07-23,72.67,0,7.67,7.67,72.67,0,7.67,7.67,AIGFS,20260716_00
2026-07-24,73.61,0,8.61,8.61,73.61,0,8.61,8.61,AIGFS,20260716_00
2026-07-25,74.75,0,9.75,9.75,74.75,0,9.75,9.75,AIGFS,20260716_00
2026-07-26,75.66,0,10.66,10.66,75.66,0,10.66,10.66,AIGFS,20260716_00
2026-07-27,76.76,0,11.76,11.76,76.76,0,11.76,11.76,AIGFS,20260716_00
2026-07-28,77.37,0,12.37,12.37,77.37,0,12.37,12.37,AIGFS,20260716_00
2026-07-29,78.22,0,13.22,13.22,78.22,0,13.22,13.22,AIGFS,20260716_00
2026-07-30,80.0,0,15.0,15.0,80.0,0,15.0,15.0,AIGFS,20260716_00
2026-07-31,79.77,0,14.77,14.77,79.77,0,14.77,14.77,AIGFS,20260716_00
