date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id
2026-06-09,72.8,0,7.8,7.8,72.8,0,7.8,7.8,AIGFS,20260608_12
2026-06-10,75.19,0,10.19,10.19,75.19,0,10.19,10.19,AIGFS,20260608_12
2026-06-11,77.1,0,12.1,12.1,77.1,0,12.1,12.1,AIGFS,20260608_12
2026-06-12,76.2,0,11.2,11.2,76.2,0,11.2,11.2,AIGFS,20260608_12
2026-06-13,75.55,0,10.55,10.55,75.55,0,10.55,10.55,AIGFS,20260608_12
2026-06-14,75.24,0,10.24,10.24,75.24,0,10.24,10.24,AIGFS,20260608_12
2026-06-15,71.73,0,6.73,6.73,71.73,0,6.73,6.73,AIGFS,20260608_12
2026-06-16,69.85,0,4.85,4.85,69.85,0,4.85,4.85,AIGFS,20260608_12
2026-06-17,68.39,0,3.39,3.39,68.39,0,3.39,3.39,AIGFS,20260608_12
2026-06-18,70.91,0,5.91,5.91,70.91,0,5.91,5.91,AIGFS,20260608_12
2026-06-19,75.59,0,10.59,10.59,75.59,0,10.59,10.59,AIGFS,20260608_12
2026-06-20,75.92,0,10.92,10.92,75.92,0,10.92,10.92,AIGFS,20260608_12
2026-06-21,73.4,0,8.4,8.4,73.4,0,8.4,8.4,AIGFS,20260608_12
2026-06-22,73.06,0,8.06,8.06,73.06,0,8.06,8.06,AIGFS,20260608_12
2026-06-23,75.07,0,10.07,10.07,75.07,0,10.07,10.07,AIGFS,20260608_12
