date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id
2026-08-31,74.97,0.0,9.97,9.97,74.97,0.0,9.97,9.97,AIFS_ENS,20260831_12
2026-09-01,77.86,0.0,12.86,12.86,77.86,0.0,12.86,12.86,AIFS_ENS,20260831_12
2026-09-02,78.48,0.0,13.48,13.48,78.48,0.0,13.48,13.48,AIFS_ENS,20260831_12
2026-09-03,78.77,0.0,13.77,13.77,78.77,0.0,13.77,13.77,AIFS_ENS,20260831_12
2026-09-04,78.41,0.0,13.41,13.41,78.41,0.0,13.41,13.41,AIFS_ENS,20260831_12
2026-09-05,74.94,0.0,9.94,9.94,74.94,0.0,9.94,9.94,AIFS_ENS,20260831_12
2026-09-06,71.48,0.0,6.48,6.48,71.48,0.0,6.48,6.48,AIFS_ENS,20260831_12
2026-09-07,69.97,0.0,4.97,4.97,69.97,0.0,4.97,4.97,AIFS_ENS,20260831_12
2026-09-08,71.14,0.0,6.14,6.14,71.14,0.0,6.14,6.14,AIFS_ENS,20260831_12
2026-09-09,71.82,0.0,6.82,6.82,71.82,0.0,6.82,6.82,AIFS_ENS,20260831_12
2026-09-10,72.61,0.0,7.61,7.61,72.61,0.0,7.61,7.61,AIFS_ENS,20260831_12
2026-09-11,67.47,0.0,2.47,2.47,67.47,0.0,2.47,2.47,AIFS_ENS,20260831_12
2026-09-12,63.27,1.73,0.0,1.73,63.27,1.73,0.0,1.73,AIFS_ENS,20260831_12
2026-09-13,67.48,0.0,2.48,2.48,67.48,0.0,2.48,2.48,AIFS_ENS,20260831_12
2026-09-14,70.77,0.0,5.77,5.77,70.77,0.0,5.77,5.77,AIFS_ENS,20260831_12
