date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id
2026-09-24,60.95,4.05,0.0,4.05,60.95,4.05,0.0,4.05,AIFS_ENS,20260924_00
2026-09-25,61.97,3.03,0.0,3.03,61.97,3.03,0.0,3.03,AIFS_ENS,20260924_00
2026-09-26,63.26,1.74,0.0,1.74,63.26,1.74,0.0,1.74,AIFS_ENS,20260924_00
2026-09-27,63.06,1.94,0.0,1.94,63.06,1.94,0.0,1.94,AIFS_ENS,20260924_00
2026-09-28,63.28,1.72,0.0,1.72,63.28,1.72,0.0,1.72,AIFS_ENS,20260924_00
2026-09-29,64.23,0.77,0.0,0.77,64.23,0.77,0.0,0.77,AIFS_ENS,20260924_00
2026-09-30,67.79,0.0,2.79,2.79,67.79,0.0,2.79,2.79,AIFS_ENS,20260924_00
2026-10-01,70.22,0.0,5.22,5.22,70.22,0.0,5.22,5.22,AIFS_ENS,20260924_00
2026-10-02,70.89,0.0,5.89,5.89,70.89,0.0,5.89,5.89,AIFS_ENS,20260924_00
2026-10-03,68.81,0.0,3.81,3.81,68.81,0.0,3.81,3.81,AIFS_ENS,20260924_00
2026-10-04,65.59,0.0,0.59,0.59,65.59,0.0,0.59,0.59,AIFS_ENS,20260924_00
2026-10-05,62.29,2.71,0.0,2.71,62.29,2.71,0.0,2.71,AIFS_ENS,20260924_00
2026-10-06,62.89,2.11,0.0,2.11,62.89,2.11,0.0,2.11,AIFS_ENS,20260924_00
2026-10-07,64.49,0.51,0.0,0.51,64.49,0.51,0.0,0.51,AIFS_ENS,20260924_00
2026-10-08,58.3,6.7,0.0,6.7,58.3,6.7,0.0,6.7,AIFS_ENS,20260924_00
