date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id
2026-09-07,70.4,0.0,5.4,5.4,70.4,0.0,5.4,5.4,AIFS_ENS,20260907_12
2026-09-08,72.18,0.0,7.18,7.18,72.18,0.0,7.18,7.18,AIFS_ENS,20260907_12
2026-09-09,76.35,0.0,11.35,11.35,76.35,0.0,11.35,11.35,AIFS_ENS,20260907_12
2026-09-10,75.1,0.0,10.1,10.1,75.1,0.0,10.1,10.1,AIFS_ENS,20260907_12
2026-09-11,71.75,0.0,6.75,6.75,71.75,0.0,6.75,6.75,AIFS_ENS,20260907_12
2026-09-12,70.52,0.0,5.52,5.52,70.52,0.0,5.52,5.52,AIFS_ENS,20260907_12
2026-09-13,72.97,0.0,7.97,7.97,72.97,0.0,7.97,7.97,AIFS_ENS,20260907_12
2026-09-14,73.23,0.0,8.23,8.23,73.23,0.0,8.23,8.23,AIFS_ENS,20260907_12
2026-09-15,72.9,0.0,7.9,7.9,72.9,0.0,7.9,7.9,AIFS_ENS,20260907_12
2026-09-16,70.3,0.0,5.3,5.3,70.3,0.0,5.3,5.3,AIFS_ENS,20260907_12
2026-09-17,67.66,0.0,2.66,2.66,67.66,0.0,2.66,2.66,AIFS_ENS,20260907_12
2026-09-18,63.88,1.12,0.0,1.12,63.88,1.12,0.0,1.12,AIFS_ENS,20260907_12
2026-09-19,63.19,1.81,0.0,1.81,63.19,1.81,0.0,1.81,AIFS_ENS,20260907_12
2026-09-20,58.5,6.5,0.0,6.5,58.5,6.5,0.0,6.5,AIFS_ENS,20260907_12
2026-09-21,56.55,8.45,0.0,8.45,56.55,8.45,0.0,8.45,AIFS_ENS,20260907_12
