date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id
2026-09-02,76.92,0,11.92,11.92,76.92,0,11.92,11.92,AIFS_ENS,20260902_00
2026-09-03,78.26,0,13.26,13.26,78.26,0,13.26,13.26,AIFS_ENS,20260902_00
2026-09-04,78.6,0,13.6,13.6,78.6,0,13.6,13.6,AIFS_ENS,20260902_00
2026-09-05,76.43,0,11.43,11.43,76.43,0,11.43,11.43,AIFS_ENS,20260902_00
2026-09-06,73.25,0,8.25,8.25,73.25,0,8.25,8.25,AIFS_ENS,20260902_00
2026-09-07,72.83,0,7.83,7.83,72.83,0,7.83,7.83,AIFS_ENS,20260902_00
2026-09-08,75.23,0,10.23,10.23,75.23,0,10.23,10.23,AIFS_ENS,20260902_00
2026-09-09,78.02,0,13.02,13.02,78.02,0,13.02,13.02,AIFS_ENS,20260902_00
2026-09-10,78.89,0,13.89,13.89,78.89,0,13.89,13.89,AIFS_ENS,20260902_00
2026-09-11,73.79,0,8.79,8.79,73.79,0,8.79,8.79,AIFS_ENS,20260902_00
2026-09-12,69.38,0,4.38,4.38,69.38,0,4.38,4.38,AIFS_ENS,20260902_00
2026-09-13,66.8,0,1.8,1.8,66.8,0,1.8,1.8,AIFS_ENS,20260902_00
2026-09-14,65.39,0,0.39,0.39,65.39,0,0.39,0.39,AIFS_ENS,20260902_00
2026-09-15,69.1,0,4.1,4.1,69.1,0,4.1,4.1,AIFS_ENS,20260902_00
2026-09-16,71.63,0,6.63,6.63,71.63,0,6.63,6.63,AIFS_ENS,20260902_00
