date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id
2026-09-01,75.95,0.0,10.95,10.95,75.95,0.0,10.95,10.95,AIGEFS,20260901_06
2026-09-02,75.86,0.0,10.86,10.86,75.86,0.0,10.86,10.86,AIGEFS,20260901_06
2026-09-03,75.99,0.0,10.99,10.99,75.99,0.0,10.99,10.99,AIGEFS,20260901_06
2026-09-04,75.33,0.0,10.33,10.33,75.33,0.0,10.33,10.33,AIGEFS,20260901_06
2026-09-05,73.23,0.0,8.23,8.23,73.23,0.0,8.23,8.23,AIGEFS,20260901_06
2026-09-06,71.24,0.0,6.24,6.24,71.24,0.0,6.24,6.24,AIGEFS,20260901_06
2026-09-07,70.3,0.0,5.3,5.3,70.3,0.0,5.3,5.3,AIGEFS,20260901_06
2026-09-08,71.51,0.0,6.51,6.51,71.51,0.0,6.51,6.51,AIGEFS,20260901_06
2026-09-09,71.53,0.0,6.53,6.53,71.53,0.0,6.53,6.53,AIGEFS,20260901_06
2026-09-10,72.01,0.0,7.01,7.01,72.01,0.0,7.01,7.01,AIGEFS,20260901_06
2026-09-11,70.22,0.0,5.22,5.22,70.22,0.0,5.22,5.22,AIGEFS,20260901_06
2026-09-12,64.54,0.46,0.0,0.46,64.54,0.46,0.0,0.46,AIGEFS,20260901_06
2026-09-13,62.23,2.77,0.0,2.77,62.23,2.77,0.0,2.77,AIGEFS,20260901_06
2026-09-14,65.59,0.0,0.59,0.59,65.59,0.0,0.59,0.59,AIGEFS,20260901_06
2026-09-15,69.2,0.0,4.2,4.2,69.2,0.0,4.2,4.2,AIGEFS,20260901_06
2026-09-16,70.25,0.0,5.25,5.25,70.25,0.0,5.25,5.25,AIGEFS,20260901_06
