date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id
2026-09-13,70.72,0.0,5.72,5.72,70.72,0.0,5.72,5.72,AIGEFS,20260913_18
2026-09-14,66.73,0.0,1.73,1.73,66.73,0.0,1.73,1.73,AIGEFS,20260913_18
2026-09-15,64.77,0.23,0.0,0.23,64.77,0.23,0.0,0.23,AIGEFS,20260913_18
2026-09-16,67.31,0.0,2.31,2.31,67.31,0.0,2.31,2.31,AIGEFS,20260913_18
2026-09-17,69.24,0.0,4.24,4.24,69.24,0.0,4.24,4.24,AIGEFS,20260913_18
2026-09-18,69.1,0.0,4.1,4.1,69.1,0.0,4.1,4.1,AIGEFS,20260913_18
2026-09-19,68.26,0.0,3.26,3.26,68.26,0.0,3.26,3.26,AIGEFS,20260913_18
2026-09-20,68.68,0.0,3.68,3.68,68.68,0.0,3.68,3.68,AIGEFS,20260913_18
2026-09-21,68.38,0.0,3.38,3.38,68.38,0.0,3.38,3.38,AIGEFS,20260913_18
2026-09-22,67.13,0.0,2.13,2.13,67.13,0.0,2.13,2.13,AIGEFS,20260913_18
2026-09-23,64.54,0.46,0.0,0.46,64.54,0.46,0.0,0.46,AIGEFS,20260913_18
2026-09-24,61.84,3.16,0.0,3.16,61.84,3.16,0.0,3.16,AIGEFS,20260913_18
2026-09-25,62.59,2.41,0.0,2.41,62.59,2.41,0.0,2.41,AIGEFS,20260913_18
2026-09-26,62.12,2.88,0.0,2.88,62.12,2.88,0.0,2.88,AIGEFS,20260913_18
2026-09-27,63.0,2.0,0.0,2.0,63.0,2.0,0.0,2.0,AIGEFS,20260913_18
2026-09-28,60.71,4.29,0.0,4.29,60.71,4.29,0.0,4.29,AIGEFS,20260913_18
