date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id
2026-08-27,72.49,0,7.49,7.49,72.49,0,7.49,7.49,AIGEFS,20260826_18
2026-08-28,71.5,0,6.5,6.5,71.5,0,6.5,6.5,AIGEFS,20260826_18
2026-08-29,69.77,0,4.77,4.77,69.77,0,4.77,4.77,AIGEFS,20260826_18
2026-08-30,70.96,0,5.96,5.96,70.96,0,5.96,5.96,AIGEFS,20260826_18
2026-08-31,74.18,0,9.18,9.18,74.18,0,9.18,9.18,AIGEFS,20260826_18
2026-09-01,74.06,0,9.06,9.06,74.06,0,9.06,9.06,AIGEFS,20260826_18
2026-09-02,72.12,0,7.12,7.12,72.12,0,7.12,7.12,AIGEFS,20260826_18
2026-09-03,74.37,0,9.37,9.37,74.37,0,9.37,9.37,AIGEFS,20260826_18
2026-09-04,75.18,0,10.18,10.18,75.18,0,10.18,10.18,AIGEFS,20260826_18
2026-09-05,75.13,0,10.13,10.13,75.13,0,10.13,10.13,AIGEFS,20260826_18
2026-09-06,73.16,0,8.16,8.16,73.16,0,8.16,8.16,AIGEFS,20260826_18
2026-09-07,71.3,0,6.3,6.3,71.3,0,6.3,6.3,AIGEFS,20260826_18
2026-09-08,70.81,0,5.81,5.81,70.81,0,5.81,5.81,AIGEFS,20260826_18
2026-09-09,73.22,0,8.22,8.22,73.22,0,8.22,8.22,AIGEFS,20260826_18
2026-09-10,75.26,0,10.26,10.26,75.26,0,10.26,10.26,AIGEFS,20260826_18
