date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id
2026-08-31,74.84,0.0,9.84,9.84,74.84,0.0,9.84,9.84,AIGEFS,20260831_18
2026-09-01,75.44,0.0,10.44,10.44,75.44,0.0,10.44,10.44,AIGEFS,20260831_18
2026-09-02,74.46,0.0,9.46,9.46,74.46,0.0,9.46,9.46,AIGEFS,20260831_18
2026-09-03,73.69,0.0,8.69,8.69,73.69,0.0,8.69,8.69,AIGEFS,20260831_18
2026-09-04,73.26,0.0,8.26,8.26,73.26,0.0,8.26,8.26,AIGEFS,20260831_18
2026-09-05,70.44,0.0,5.44,5.44,70.44,0.0,5.44,5.44,AIGEFS,20260831_18
2026-09-06,68.31,0.0,3.31,3.31,68.31,0.0,3.31,3.31,AIGEFS,20260831_18
2026-09-07,67.68,0.0,2.68,2.68,67.68,0.0,2.68,2.68,AIGEFS,20260831_18
2026-09-08,69.57,0.0,4.57,4.57,69.57,0.0,4.57,4.57,AIGEFS,20260831_18
2026-09-09,72.31,0.0,7.31,7.31,72.31,0.0,7.31,7.31,AIGEFS,20260831_18
2026-09-10,72.98,0.0,7.98,7.98,72.98,0.0,7.98,7.98,AIGEFS,20260831_18
2026-09-11,69.76,0.0,4.76,4.76,69.76,0.0,4.76,4.76,AIGEFS,20260831_18
2026-09-12,65.25,0.0,0.25,0.25,65.25,0.0,0.25,0.25,AIGEFS,20260831_18
2026-09-13,60.17,4.83,0.0,4.83,60.17,4.83,0.0,4.83,AIGEFS,20260831_18
2026-09-14,61.76,3.24,0.0,3.24,61.76,3.24,0.0,3.24,AIGEFS,20260831_18
2026-09-15,62.91,2.09,0.0,2.09,62.91,2.09,0.0,2.09,AIGEFS,20260831_18
