date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id,adjusted_hdd_signal
2026-07-25,76.66,0.0,11.66,11.66,74.2125,0.0,9.212499999999999,9.212499999999999,ECMWF,20260724_12,0.0
2026-07-26,77.5175,0.0,12.5175,12.5175,77.1525,0.0,12.1525,12.1525,ECMWF,20260724_12,0.0
2026-07-27,77.83500000000001,0.0,12.835,12.835,78.865,0.0,13.865,13.865,ECMWF,20260724_12,0.0
2026-07-28,77.505,0.0,12.504999999999999,12.504999999999999,78.0325,0.0,13.0325,13.0325,ECMWF,20260724_12,0.0
2026-07-29,77.03,0.0,12.03,12.03,75.185,0.0,10.184999999999999,10.184999999999999,ECMWF,20260724_12,0.0
2026-07-30,77.1175,0.0,12.1175,12.1175,75.2575,0.0,10.2575,10.2575,ECMWF,20260724_12,0.0
2026-07-31,77.93,0.0,12.93,12.93,76.89750000000001,0.0,11.8975,11.8975,ECMWF,20260724_12,0.0
2026-08-01,77.89,0.0,12.89,12.89,77.2775,0.0,12.2775,12.2775,ECMWF,20260724_12,0.0
2026-08-02,76.69,0.0,11.69,11.69,75.35249999999999,0.0,10.3525,10.3525,ECMWF,20260724_12,0.0
2026-08-03,76.005,0.0,11.004999999999999,11.004999999999999,73.605,0.0,8.605,8.605,ECMWF,20260724_12,0.0
2026-08-04,76.1275,0.0,11.127500000000001,11.127500000000001,74.2675,0.0,9.267499999999998,9.267499999999998,ECMWF,20260724_12,0.0
2026-08-05,76.215,0.0,11.215,11.215,75.36,0.0,10.36,10.36,ECMWF,20260724_12,0.0
2026-08-06,76.235,0.0,11.235,11.235,75.83500000000001,0.0,10.835,10.835,ECMWF,20260724_12,0.0
2026-08-07,76.02,0.0,11.02,11.02,75.1325,0.0,10.1325,10.1325,ECMWF,20260724_12,0.0
2026-08-08,74.03333333333333,0.0,9.033333333333333,9.033333333333333,72.57666666666667,0.0,7.576666666666667,7.576666666666667,ECMWF,20260724_12,0.0
