date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id
2026-03-01,39.72,25.28,0.0,25.28,,,,,ECMWF,20260301_12
2026-03-02,40.3,24.7,0.0,24.7,,,,,ECMWF,20260301_12
2026-03-03,44.53,20.47,0.0,20.47,,,,,ECMWF,20260301_12
2026-03-04,46.66,18.34,0.0,18.34,,,,,ECMWF,20260301_12
2026-03-05,46.94,18.06,0.0,18.06,,,,,ECMWF,20260301_12
2026-03-06,46.34,18.66,0.0,18.66,,,,,ECMWF,20260301_12
2026-03-07,46.61,18.39,0.0,18.39,,,,,ECMWF,20260301_12
2026-03-08,49.08,15.92,0.0,15.92,,,,,ECMWF,20260301_12
2026-03-09,49.56,15.44,0.0,15.44,,,,,ECMWF,20260301_12
2026-03-10,48.49,16.51,0.0,16.51,,,,,ECMWF,20260301_12
2026-03-11,46.77,18.23,0.0,18.23,,,,,ECMWF,20260301_12
2026-03-12,43.46,21.54,0.0,21.54,,,,,ECMWF,20260301_12
2026-03-13,38.67,26.33,0.0,26.33,,,,,ECMWF,20260301_12
2026-03-14,38.9,26.1,0.0,26.1,,,,,ECMWF,20260301_12
2026-03-15,42.69,22.31,0.0,22.31,,,,,ECMWF,20260301_12
2026-03-16,43.83,21.17,0.0,21.17,,,,,ECMWF,20260301_12
