date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id,adjusted_hdd_signal
2026-04-21,61.19,3.81,0.0,3.81,53.26,11.74,0.0,11.74,ECMWF,20260421_00,23.48
2026-04-22,63.38,1.62,0.0,1.62,60.31,4.69,0.0,4.69,ECMWF,20260421_00,9.38
2026-04-23,63.16,1.84,0.0,1.84,62.06,2.94,0.0,2.94,ECMWF,20260421_00,5.88
2026-04-24,62.22,2.78,0.0,2.78,63.88,1.12,0.0,1.12,ECMWF,20260421_00,2.24
2026-04-25,61.4,3.6,0.0,3.6,60.01,4.99,0.0,4.99,ECMWF,20260421_00,9.98
2026-04-26,60.41,4.59,0.0,4.59,55.67,9.33,0.0,9.33,ECMWF,20260421_00,18.66
2026-04-27,60.68,4.32,0.0,4.32,56.41,8.59,0.0,8.59,ECMWF,20260421_00,17.18
2026-04-28,61.26,3.74,0.0,3.74,56.09,8.91,0.0,8.91,ECMWF,20260421_00,17.82
2026-04-29,62.91,2.09,0.0,2.09,57.04,7.96,0.0,7.96,ECMWF,20260421_00,15.92
2026-04-30,61.56,3.44,0.0,3.44,55.11,9.89,0.0,9.89,ECMWF,20260421_00,19.78
2026-05-01,60.74,4.26,0.0,4.26,55.67,9.33,0.0,9.33,ECMWF,20260421_00,18.66
2026-05-02,61.81,3.19,0.0,3.19,54.92,10.08,0.0,10.08,ECMWF,20260421_00,20.16
2026-05-03,63.04,1.96,0.0,1.96,55.47,9.53,0.0,9.53,ECMWF,20260421_00,19.06
2026-05-04,61.92,3.08,0.0,3.08,54.83,10.17,0.0,10.17,ECMWF,20260421_00,20.34
2026-05-05,61.3,3.7,0.0,3.7,52.99,12.01,0.0,12.01,ECMWF,20260421_00,24.02
2026-05-06,61.36,3.64,0.0,3.64,52.95,12.05,0.0,12.05,ECMWF,20260421_00,24.1
