date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id,adjusted_hdd_signal
2026-04-17,51.45,13.55,0.0,13.55,54.77,10.23,0.0,10.23,ECMWF,20260417_12,20.46
2026-04-18,49.79,15.21,0.0,15.21,49.54,15.46,0.0,15.46,ECMWF,20260417_12,30.92
2026-04-19,48.0,17.0,0.0,17.0,43.3,21.7,0.0,21.7,ECMWF,20260417_12,43.4
2026-04-20,47.57,17.43,0.0,17.43,38.93,26.07,0.0,26.07,ECMWF,20260417_12,52.14
2026-04-21,50.07,14.93,0.0,14.93,41.51,23.49,0.0,23.49,ECMWF,20260417_12,46.98
2026-04-22,52.45,12.55,0.0,12.55,49.1,15.9,0.0,15.9,ECMWF,20260417_12,31.8
2026-04-23,53.28,11.72,0.0,11.72,51.67,13.33,0.0,13.33,ECMWF,20260417_12,26.66
2026-04-24,51.42,13.58,0.0,13.58,52.28,12.72,0.0,12.72,ECMWF,20260417_12,25.44
2026-04-25,49.23,15.77,0.0,15.77,45.45,19.55,0.0,19.55,ECMWF,20260417_12,39.1
2026-04-26,49.45,15.55,0.0,15.55,42.93,22.07,0.0,22.07,ECMWF,20260417_12,44.14
2026-04-27,50.52,14.48,0.0,14.48,44.61,20.39,0.0,20.39,ECMWF,20260417_12,40.78
2026-04-28,51.96,13.04,0.0,13.04,46.84,18.16,0.0,18.16,ECMWF,20260417_12,36.32
2026-04-29,52.08,12.92,0.0,12.92,47.85,17.15,0.0,17.15,ECMWF,20260417_12,34.3
2026-04-30,52.13,12.87,0.0,12.87,48.34,16.66,0.0,16.66,ECMWF,20260417_12,33.32
2026-05-01,52.65,12.35,0.0,12.35,49.47,15.53,0.0,15.53,ECMWF,20260417_12,31.06
2026-05-02,53.01,11.99,0.0,11.99,51.59,13.41,0.0,13.41,ECMWF,20260417_12,26.82
