date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id,adjusted_hdd_signal
2026-05-14,57.54,7.46,0.0,7.46,51.94,13.06,0.0,13.06,ECMWF,20260514_12,-385.38754
2026-05-15,57.91,7.09,0.0,7.09,53.07,11.93,0.0,11.93,ECMWF,20260514_12,-352.04237
2026-05-16,58.85,6.15,0.0,6.15,58.34,6.66,0.0,6.66,ECMWF,20260514_12,-196.52994
2026-05-17,58.55,6.45,0.0,6.45,61.21,3.79,0.0,3.79,ECMWF,20260514_12,-111.83911
2026-05-18,58.39,6.61,0.0,6.61,62.81,2.19,0.0,2.19,ECMWF,20260514_12,-64.62471
2026-05-19,58.09,6.91,0.0,6.91,64.26,0.74,0.0,0.74,ECMWF,20260514_12,-21.83666
2026-05-20,58.12,6.88,0.0,6.88,61.39,3.61,0.0,3.61,ECMWF,20260514_12,-106.52749
2026-05-21,57.14,7.86,0.0,7.86,53.44,11.56,0.0,11.56,ECMWF,20260514_12,-341.12404000000004
2026-05-22,56.76,8.24,0.0,8.24,51.42,13.58,0.0,13.58,ECMWF,20260514_12,-400.73222
2026-05-23,59.1,5.9,0.0,5.9,57.23,7.77,0.0,7.77,ECMWF,20260514_12,-229.28493
2026-05-24,60.72,4.28,0.0,4.28,60.63,4.37,0.0,4.37,ECMWF,20260514_12,-128.95433
2026-05-25,61.05,3.95,0.0,3.95,59.51,5.49,0.0,5.49,ECMWF,20260514_12,-162.00441
2026-05-26,58.85,6.15,0.0,6.15,55.75,9.25,0.0,9.25,ECMWF,20260514_12,-272.95825
2026-05-27,59.22,5.78,0.0,5.78,58.09,6.91,0.0,6.91,ECMWF,20260514_12,-203.90719
2026-05-28,60.59,4.41,0.0,4.41,62.43,2.57,0.0,2.57,ECMWF,20260514_12,-75.83812999999999
2026-05-29,61.69,3.31,0.0,3.31,62.83,2.17,0.0,2.17,ECMWF,20260514_12,-64.03453
