date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id,adjusted_hdd_signal
2026-03-16,50.4,14.6,0.0,14.6,44.71,20.29,0.0,20.29,ECMWF,20260316_00,40.58
2026-03-17,49.24,15.76,0.0,15.76,38.32,26.68,0.0,26.68,ECMWF,20260316_00,53.36
2026-03-18,50.23,14.77,0.0,14.77,33.6,31.4,0.0,31.4,ECMWF,20260316_00,62.8
2026-03-19,56.11,8.89,0.0,8.89,42.82,22.18,0.0,22.18,ECMWF,20260316_00,44.36
2026-03-20,60.7,4.3,0.0,4.3,50.0,15.0,0.0,15.0,ECMWF,20260316_00,30.0
2026-03-21,62.91,2.09,0.0,2.09,57.17,7.83,0.0,7.83,ECMWF,20260316_00,15.66
2026-03-22,62.39,2.61,0.0,2.61,58.39,6.61,0.0,6.61,ECMWF,20260316_00,13.22
2026-03-23,59.47,5.53,0.0,5.53,51.05,13.95,0.0,13.95,ECMWF,20260316_00,27.9
2026-03-24,57.89,7.11,0.0,7.11,46.93,18.07,0.0,18.07,ECMWF,20260316_00,36.14
2026-03-25,58.96,6.04,0.0,6.04,48.55,16.45,0.0,16.45,ECMWF,20260316_00,32.9
2026-03-26,60.75,4.25,0.0,4.25,55.03,9.97,0.0,9.97,ECMWF,20260316_00,19.94
2026-03-27,57.52,7.48,0.0,7.48,51.93,13.07,0.0,13.07,ECMWF,20260316_00,26.14
2026-03-28,54.9,10.1,0.0,10.1,45.26,19.74,0.0,19.74,ECMWF,20260316_00,39.48
2026-03-29,56.75,8.25,0.0,8.25,44.72,20.28,0.0,20.28,ECMWF,20260316_00,40.56
2026-03-30,59.41,5.59,0.0,5.59,50.63,14.37,0.0,14.37,ECMWF,20260316_00,28.74
2026-03-31,60.22,4.78,0.0,4.78,54.64,10.36,0.0,10.36,ECMWF,20260316_00,20.72
