date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id,adjusted_hdd_signal
2026-03-30,60.31,4.69,0.0,4.69,55.79,9.21,0.0,9.21,ECMWF,20260330_00,18.42
2026-03-31,61.73,3.27,0.0,3.27,63.85,1.15,0.0,1.15,ECMWF,20260330_00,2.3
2026-04-01,58.68,6.32,0.0,6.32,60.89,4.11,0.0,4.11,ECMWF,20260330_00,8.22
2026-04-02,56.09,8.91,0.0,8.91,51.25,13.75,0.0,13.75,ECMWF,20260330_00,27.5
2026-04-03,57.29,7.71,0.0,7.71,54.6,10.4,0.0,10.4,ECMWF,20260330_00,20.8
2026-04-04,57.76,7.24,0.0,7.24,56.82,8.18,0.0,8.18,ECMWF,20260330_00,16.36
2026-04-05,57.75,7.25,0.0,7.25,56.15,8.85,0.0,8.85,ECMWF,20260330_00,17.7
2026-04-06,58.03,6.97,0.0,6.97,52.83,12.17,0.0,12.17,ECMWF,20260330_00,24.34
2026-04-07,57.58,7.42,0.0,7.42,49.51,15.49,0.0,15.49,ECMWF,20260330_00,30.98
2026-04-08,59.33,5.67,0.0,5.67,53.28,11.72,0.0,11.72,ECMWF,20260330_00,23.44
2026-04-09,62.52,2.48,0.0,2.48,59.78,5.22,0.0,5.22,ECMWF,20260330_00,10.44
2026-04-10,62.18,2.82,0.0,2.82,60.5,4.5,0.0,4.5,ECMWF,20260330_00,9.0
2026-04-11,60.76,4.24,0.0,4.24,61.59,3.41,0.0,3.41,ECMWF,20260330_00,6.82
2026-04-12,60.44,4.56,0.0,4.56,58.03,6.97,0.0,6.97,ECMWF,20260330_00,13.94
2026-04-13,59.84,5.16,0.0,5.16,55.11,9.89,0.0,9.89,ECMWF,20260330_00,19.78
2026-04-14,59.21,5.79,0.0,5.79,51.34,13.66,0.0,13.66,ECMWF,20260330_00,27.32
