date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id,adjusted_hdd_signal
2026-04-19,58.92,6.08,0.0,6.08,53.48,11.52,0.0,11.52,ECMWF,20260419_00,23.04
2026-04-20,58.64,6.36,0.0,6.36,50.21,14.79,0.0,14.79,ECMWF,20260419_00,29.58
2026-04-21,60.53,4.47,0.0,4.47,51.55,13.45,0.0,13.45,ECMWF,20260419_00,26.9
2026-04-22,62.81,2.19,0.0,2.19,59.32,5.68,0.0,5.68,ECMWF,20260419_00,11.36
2026-04-23,62.83,2.17,0.0,2.17,61.61,3.39,0.0,3.39,ECMWF,20260419_00,6.78
2026-04-24,62.43,2.57,0.0,2.57,64.45,0.55,0.0,0.55,ECMWF,20260419_00,1.1
2026-04-25,60.93,4.07,0.0,4.07,60.1,4.9,0.0,4.9,ECMWF,20260419_00,9.8
2026-04-26,60.01,4.99,0.0,4.99,56.34,8.66,0.0,8.66,ECMWF,20260419_00,17.32
2026-04-27,60.04,4.96,0.0,4.96,55.74,9.26,0.0,9.26,ECMWF,20260419_00,18.52
2026-04-28,60.48,4.52,0.0,4.52,56.06,8.94,0.0,8.94,ECMWF,20260419_00,17.88
2026-04-29,61.21,3.79,0.0,3.79,56.29,8.71,0.0,8.71,ECMWF,20260419_00,17.42
2026-04-30,62.02,2.98,0.0,2.98,56.52,8.48,0.0,8.48,ECMWF,20260419_00,16.96
2026-05-01,63.49,1.51,0.0,1.51,57.48,7.52,0.0,7.52,ECMWF,20260419_00,15.04
2026-05-02,63.63,1.37,0.0,1.37,57.34,7.66,0.0,7.66,ECMWF,20260419_00,15.32
2026-05-03,63.2,1.8,0.0,1.8,54.73,10.27,0.0,10.27,ECMWF,20260419_00,20.54
2026-05-04,61.9,3.1,0.0,3.1,53.34,11.66,0.0,11.66,ECMWF,20260419_00,23.32
