date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id,adjusted_hdd_signal
2026-04-04,58.14,6.86,0.0,6.86,56.63,8.37,0.0,8.37,ECMWF,20260404_00,16.74
2026-04-05,58.55,6.45,0.0,6.45,54.25,10.75,0.0,10.75,ECMWF,20260404_00,21.5
2026-04-06,58.43,6.57,0.0,6.57,52.27,12.73,0.0,12.73,ECMWF,20260404_00,25.46
2026-04-07,55.62,9.38,0.0,9.38,47.81,17.19,0.0,17.19,ECMWF,20260404_00,34.38
2026-04-08,55.53,9.47,0.0,9.47,43.47,21.53,0.0,21.53,ECMWF,20260404_00,43.06
2026-04-09,58.72,6.28,0.0,6.28,52.54,12.46,0.0,12.46,ECMWF,20260404_00,24.92
2026-04-10,60.26,4.74,0.0,4.74,55.39,9.61,0.0,9.61,ECMWF,20260404_00,19.22
2026-04-11,60.43,4.57,0.0,4.57,56.38,8.62,0.0,8.62,ECMWF,20260404_00,17.24
2026-04-12,60.89,4.11,0.0,4.11,55.53,9.47,0.0,9.47,ECMWF,20260404_00,18.94
2026-04-13,61.95,3.05,0.0,3.05,57.79,7.21,0.0,7.21,ECMWF,20260404_00,14.42
2026-04-14,60.55,4.45,0.0,4.45,60.0,5.0,0.0,5.0,ECMWF,20260404_00,10.0
2026-04-15,59.53,5.47,0.0,5.47,55.85,9.15,0.0,9.15,ECMWF,20260404_00,18.3
2026-04-16,62.77,2.23,0.0,2.23,64.29,0.71,0.0,0.71,ECMWF,20260404_00,1.42
2026-04-17,62.01,2.99,0.0,2.99,61.74,3.26,0.0,3.26,ECMWF,20260404_00,6.52
2026-04-18,61.09,3.91,0.0,3.91,53.6,11.4,0.0,11.4,ECMWF,20260404_00,22.8
2026-04-19,61.29,3.71,0.0,3.71,52.75,12.25,0.0,12.25,ECMWF,20260404_00,24.5
