date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id
2026-02-28,54.57,10.43,0,10.43,45.83,19.17,0,19.17,ECMWF,20260228_00
2026-03-01,51.45,13.55,0,13.55,40.45,24.55,0,24.55,ECMWF,20260228_00
2026-03-02,49.18,15.82,0,15.82,33.41,31.59,0,31.59,ECMWF,20260228_00
2026-03-03,51.04,13.96,0,13.96,35.7,29.3,0,29.3,ECMWF,20260228_00
2026-03-04,54.37,10.63,0,10.63,45.83,19.17,0,19.17,ECMWF,20260228_00
2026-03-05,54.34,10.66,0,10.66,46.89,18.11,0,18.11,ECMWF,20260228_00
2026-03-06,53.3,11.7,0,11.7,48.46,16.54,0,16.54,ECMWF,20260228_00
2026-03-07,54.25,10.75,0,10.75,50.75,14.25,0,14.25,ECMWF,20260228_00
2026-03-08,55.83,9.17,0,9.17,51.36,13.64,0,13.64,ECMWF,20260228_00
2026-03-09,56.69,8.31,0,8.31,55.21,9.79,0,9.79,ECMWF,20260228_00
2026-03-10,53.93,11.07,0,11.07,57.46,7.54,0,7.54,ECMWF,20260228_00
2026-03-11,51.36,13.64,0,13.64,57.81,7.19,0,7.19,ECMWF,20260228_00
2026-03-12,48.37,16.63,0,16.63,48.19,16.81,0,16.81,ECMWF,20260228_00
2026-03-13,45.96,19.04,0,19.04,39.89,25.11,0,25.11,ECMWF,20260228_00
2026-03-14,44.84,20.16,0,20.16,33.03,31.97,0,31.97,ECMWF,20260228_00
2026-03-15,45.79,19.21,0,19.21,34.9,30.1,0,30.1,ECMWF,20260228_00
