date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id,adjusted_hdd_signal
2026-04-02,49.31,15.69,0.0,15.69,44.77,20.23,0.0,20.23,ECMWF,20260402_12,40.46
2026-04-03,50.43,14.57,0.0,14.57,48.15,16.85,0.0,16.85,ECMWF,20260402_12,33.7
2026-04-04,49.51,15.49,0.0,15.49,50.87,14.13,0.0,14.13,ECMWF,20260402_12,28.26
2026-04-05,48.67,16.33,0.0,16.33,44.79,20.21,0.0,20.21,ECMWF,20260402_12,40.42
2026-04-06,46.67,18.33,0.0,18.33,38.88,26.12,0.0,26.12,ECMWF,20260402_12,52.24
2026-04-07,44.68,20.32,0.0,20.32,35.42,29.58,0.0,29.58,ECMWF,20260402_12,59.16
2026-04-08,47.46,17.54,0.0,17.54,38.86,26.14,0.0,26.14,ECMWF,20260402_12,52.28
2026-04-09,48.01,16.99,0.0,16.99,45.25,19.75,0.0,19.75,ECMWF,20260402_12,39.5
2026-04-10,46.86,18.14,0.0,18.14,43.02,21.98,0.0,21.98,ECMWF,20260402_12,43.96
2026-04-11,48.89,16.11,0.0,16.11,46.36,18.64,0.0,18.64,ECMWF,20260402_12,37.28
2026-04-12,50.14,14.86,0.0,14.86,49.69,15.31,0.0,15.31,ECMWF,20260402_12,30.62
2026-04-13,50.28,14.72,0.0,14.72,48.27,16.73,0.0,16.73,ECMWF,20260402_12,33.46
2026-04-14,50.73,14.27,0.0,14.27,45.79,19.21,0.0,19.21,ECMWF,20260402_12,38.42
2026-04-15,50.61,14.39,0.0,14.39,44.57,20.43,0.0,20.43,ECMWF,20260402_12,40.86
2026-04-16,51.17,13.83,0.0,13.83,45.32,19.68,0.0,19.68,ECMWF,20260402_12,39.36
2026-04-17,52.69,12.31,0.0,12.31,49.1,15.9,0.0,15.9,ECMWF,20260402_12,31.8
