date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id,adjusted_hdd_signal
2026-03-23,58.94,6.06,0.0,6.06,52.55,12.45,0.0,12.45,ECMWF,20260323_00,24.9
2026-03-24,57.2,7.8,0.0,7.8,44.92,20.08,0.0,20.08,ECMWF,20260323_00,40.16
2026-03-25,58.84,6.16,0.0,6.16,48.78,16.22,0.0,16.22,ECMWF,20260323_00,32.44
2026-03-26,62.15,2.85,0.0,2.85,57.75,7.25,0.0,7.25,ECMWF,20260323_00,14.5
2026-03-27,59.96,5.04,0.0,5.04,59.77,5.23,0.0,5.23,ECMWF,20260323_00,10.46
2026-03-28,55.77,9.23,0.0,9.23,46.93,18.07,0.0,18.07,ECMWF,20260323_00,36.14
2026-03-29,56.07,8.93,0.0,8.93,45.86,19.14,0.0,19.14,ECMWF,20260323_00,38.28
2026-03-30,58.96,6.04,0.0,6.04,53.81,11.19,0.0,11.19,ECMWF,20260323_00,22.38
2026-03-31,58.75,6.25,0.0,6.25,55.58,9.42,0.0,9.42,ECMWF,20260323_00,18.84
2026-04-01,56.98,8.02,0.0,8.02,51.69,13.31,0.0,13.31,ECMWF,20260323_00,26.62
2026-04-02,58.07,6.93,0.0,6.93,58.62,6.38,0.0,6.38,ECMWF,20260323_00,12.76
2026-04-03,55.52,9.48,0.0,9.48,55.45,9.55,0.0,9.55,ECMWF,20260323_00,19.1
2026-04-04,54.99,10.01,0.0,10.01,48.56,16.44,0.0,16.44,ECMWF,20260323_00,32.88
2026-04-05,55.8,9.2,0.0,9.2,48.63,16.37,0.0,16.37,ECMWF,20260323_00,32.74
2026-04-06,58.67,6.33,0.0,6.33,55.06,9.94,0.0,9.94,ECMWF,20260323_00,19.88
2026-04-07,58.82,6.18,0.0,6.18,55.75,9.25,0.0,9.25,ECMWF,20260323_00,18.5
