date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id,adjusted_hdd_signal
2026-03-23,46.37,18.63,0.0,18.63,38.38,26.62,0.0,26.62,ECMWF,20260323_12,53.24
2026-03-24,46.45,18.55,0.0,18.55,34.74,30.26,0.0,30.26,ECMWF,20260323_12,60.52
2026-03-25,48.79,16.21,0.0,16.21,40.35,24.65,0.0,24.65,ECMWF,20260323_12,49.3
2026-03-26,50.86,14.14,0.0,14.14,49.65,15.35,0.0,15.35,ECMWF,20260323_12,30.7
2026-03-27,46.34,18.66,0.0,18.66,42.26,22.74,0.0,22.74,ECMWF,20260323_12,45.48
2026-03-28,43.94,21.06,0.0,21.06,31.8,33.2,0.0,33.2,ECMWF,20260323_12,66.4
2026-03-29,47.06,17.94,0.0,17.94,38.69,26.31,0.0,26.31,ECMWF,20260323_12,52.62
2026-03-30,49.94,15.06,0.0,15.06,44.87,20.13,0.0,20.13,ECMWF,20260323_12,40.26
2026-03-31,48.68,16.32,0.0,16.32,43.38,21.62,0.0,21.62,ECMWF,20260323_12,43.24
2026-04-01,49.07,15.93,0.0,15.93,46.36,18.64,0.0,18.64,ECMWF,20260323_12,37.28
2026-04-02,50.16,14.84,0.0,14.84,49.76,15.24,0.0,15.24,ECMWF,20260323_12,30.48
2026-04-03,49.67,15.33,0.0,15.33,47.76,17.24,0.0,17.24,ECMWF,20260323_12,34.48
2026-04-04,51.07,13.93,0.0,13.93,48.02,16.98,0.0,16.98,ECMWF,20260323_12,33.96
2026-04-05,53.04,11.96,0.0,11.96,51.46,13.54,0.0,13.54,ECMWF,20260323_12,27.08
2026-04-06,53.18,11.82,0.0,11.82,51.65,13.35,0.0,13.35,ECMWF,20260323_12,26.7
2026-04-07,53.83,11.17,0.0,11.17,53.59,11.41,0.0,11.41,ECMWF,20260323_12,22.82
