date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id,adjusted_hdd_signal
2026-04-13,54.57,10.43,0.0,10.43,56.9,8.1,0.0,8.1,ECMWF,20260413_12,16.2
2026-04-14,53.32,11.68,0.0,11.68,57.44,7.56,0.0,7.56,ECMWF,20260413_12,15.12
2026-04-15,53.48,11.52,0.0,11.52,58.79,6.21,0.0,6.21,ECMWF,20260413_12,12.42
2026-04-16,53.58,11.42,0.0,11.42,57.8,7.2,0.0,7.2,ECMWF,20260413_12,14.4
2026-04-17,52.1,12.9,0.0,12.9,55.6,9.4,0.0,9.4,ECMWF,20260413_12,18.8
2026-04-18,50.07,14.93,0.0,14.93,51.46,13.54,0.0,13.54,ECMWF,20260413_12,27.08
2026-04-19,48.89,16.11,0.0,16.11,44.94,20.06,0.0,20.06,ECMWF,20260413_12,40.12
2026-04-20,47.12,17.88,0.0,17.88,38.26,26.74,0.0,26.74,ECMWF,20260413_12,53.48
2026-04-21,48.0,17.0,0.0,17.0,42.03,22.97,0.0,22.97,ECMWF,20260413_12,45.94
2026-04-22,50.08,14.92,0.0,14.92,45.62,19.38,0.0,19.38,ECMWF,20260413_12,38.76
2026-04-23,49.77,15.23,0.0,15.23,41.02,23.98,0.0,23.98,ECMWF,20260413_12,47.96
2026-04-24,48.52,16.48,0.0,16.48,38.74,26.26,0.0,26.26,ECMWF,20260413_12,52.52
2026-04-25,48.74,16.26,0.0,16.26,41.74,23.26,0.0,23.26,ECMWF,20260413_12,46.52
2026-04-26,50.26,14.74,0.0,14.74,44.34,20.66,0.0,20.66,ECMWF,20260413_12,41.32
2026-04-27,52.12,12.88,0.0,12.88,47.95,17.05,0.0,17.05,ECMWF,20260413_12,34.1
2026-04-28,53.52,11.48,0.0,11.48,50.98,14.02,0.0,14.02,ECMWF,20260413_12,28.04
