date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id
2026-02-21,36.45,28.55,0,28.55,28.97,36.03,0,36.03,ECMWF,20260221_12
2026-02-22,35.15,29.85,0,29.85,25.42,39.58,0,39.58,ECMWF,20260221_12
2026-02-23,33.42,31.58,0,31.58,22.74,42.26,0,42.26,ECMWF,20260221_12
2026-02-24,35.22,29.78,0,29.78,23.03,41.97,0,41.97,ECMWF,20260221_12
2026-02-25,39.78,25.22,0,25.22,28.06,36.94,0,36.94,ECMWF,20260221_12
2026-02-26,43.03,21.97,0,21.97,29.33,35.67,0,35.67,ECMWF,20260221_12
2026-02-27,44.35,20.65,0,20.65,33.58,31.42,0,31.42,ECMWF,20260221_12
2026-02-28,40.96,24.04,0,24.04,30.35,34.65,0,34.65,ECMWF,20260221_12
2026-03-01,37.26,27.74,0,27.74,25.4,39.6,0,39.6,ECMWF,20260221_12
2026-03-02,33.67,31.33,0,31.33,18.65,46.35,0,46.35,ECMWF,20260221_12
2026-03-03,32.98,32.02,0,32.02,15.72,49.28,0,49.28,ECMWF,20260221_12
2026-03-04,33.86,31.14,0,31.14,16.67,48.33,0,48.33,ECMWF,20260221_12
2026-03-05,34.32,30.68,0,30.68,20.29,44.71,0,44.71,ECMWF,20260221_12
2026-03-06,34.99,30.01,0,30.01,15.43,49.57,0,49.57,ECMWF,20260221_12
2026-03-07,39.27,25.73,0,25.73,26.69,38.31,0,38.31,ECMWF,20260221_12
2026-03-08,41.47,23.53,0,23.53,33.72,31.28,0,31.28,ECMWF,20260221_12
