date,mean_temp,tdd,model,run_id
2026-06-05,73.8,0,ICON,20260605_seamless
2026-06-06,74.74,0,ICON,20260605_seamless
2026-06-07,73.96,0,ICON,20260605_seamless
2026-06-08,72.68,0,ICON,20260605_seamless
2026-06-09,73.9,0,ICON,20260605_seamless
2026-06-10,77.39,0,ICON,20260605_seamless
2026-06-11,80.15,0,ICON,20260605_seamless
2026-06-12,79.34,0,ICON,20260605_seamless
