date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id,adjusted_hdd_signal
2026-03-02,49.5,15.5,0.0,15.5,36.55,28.45,0.0,28.45,GFS,20260302_00,56.9
2026-03-03,51.58,13.42,0.0,13.42,37.55,27.45,0.0,27.45,GFS,20260302_00,54.9
2026-03-04,54.45,10.55,0.0,10.55,44.0,21.0,0.0,21.0,GFS,20260302_00,42.0
2026-03-05,54.78,10.22,0.0,10.22,47.45,17.55,0.0,17.55,GFS,20260302_00,35.1
2026-03-06,54.1,10.9,0.0,10.9,50.07,14.93,0.0,14.93,GFS,20260302_00,29.86
2026-03-07,54.25,10.75,0.0,10.75,51.45,13.55,0.0,13.55,GFS,20260302_00,27.1
2026-03-08,55.17,9.83,0.0,9.83,52.62,12.38,0.0,12.38,GFS,20260302_00,24.76
2026-03-09,55.47,9.53,0.0,9.53,54.18,10.82,0.0,10.82,GFS,20260302_00,21.64
2026-03-10,55.79,9.21,0.0,9.21,56.4,8.6,0.0,8.6,GFS,20260302_00,17.2
2026-03-11,54.15,10.85,0.0,10.85,56.46,8.54,0.0,8.54,GFS,20260302_00,17.08
2026-03-12,50.4,14.6,0.0,14.6,44.04,20.96,0.0,20.96,GFS,20260302_00,41.92
2026-03-13,48.62,16.38,0.0,16.38,38.62,26.38,0.0,26.38,GFS,20260302_00,52.76
2026-03-14,50.65,14.35,0.0,14.35,41.1,23.9,0.0,23.9,GFS,20260302_00,47.8
2026-03-15,51.65,13.35,0.0,13.35,40.97,24.03,0.0,24.03,GFS,20260302_00,48.06
2026-03-16,49.94,15.06,0.0,15.06,40.33,24.67,0.0,24.67,GFS,20260302_00,49.34
2026-03-17,46.58,18.42,0.0,18.42,36.82,28.18,0.0,28.18,GFS,20260302_00,56.36
2026-03-18,45.14,19.86,0.0,19.86,33.81,31.19,0.0,31.19,GFS,20260302_00,62.38
