date,mean_temp,hdd,cdd,tdd,model,run_id
2026-03-01,50.39,14.61,0.0,14.61,GFS,20260301_18
2026-03-02,51.27,13.73,0.0,13.73,GFS,20260301_18
2026-03-03,54.15,10.85,0.0,10.85,GFS,20260301_18
2026-03-04,55.42,9.58,0.0,9.58,GFS,20260301_18
2026-03-05,54.3,10.7,0.0,10.7,GFS,20260301_18
2026-03-06,54.35,10.65,0.0,10.65,GFS,20260301_18
2026-03-07,55.7,9.3,0.0,9.3,GFS,20260301_18
