date,mean_temp,hdd,cdd,tdd,model,run_id,adjusted_hdd_signal
2026-03-03,45.34,19.66,0.0,19.66,GFS,20260303_12,39.32
2026-03-04,48.14,16.86,0.0,16.86,GFS,20260303_12,33.72
2026-03-05,47.16,17.84,0.0,17.84,GFS,20260303_12,35.68
2026-03-06,47.27,17.73,0.0,17.73,GFS,20260303_12,35.46
2026-03-07,47.33,17.67,0.0,17.67,GFS,20260303_12,35.34
2026-03-08,48.24,16.76,0.0,16.76,GFS,20260303_12,33.52
2026-03-09,50.94,14.06,0.0,14.06,GFS,20260303_12,28.12
2026-03-10,50.03,14.97,0.0,14.97,GFS,20260303_12,29.94
2026-03-11,47.39,17.61,0.0,17.61,GFS,20260303_12,35.22
2026-03-12,47.0,18.0,0.0,18.0,GFS,20260303_12,36.0
2026-03-13,46.71,18.29,0.0,18.29,GFS,20260303_12,36.58
2026-03-14,47.31,17.69,0.0,17.69,GFS,20260303_12,35.38
2026-03-15,47.58,17.42,0.0,17.42,GFS,20260303_12,34.84
2026-03-16,47.65,17.35,0.0,17.35,GFS,20260303_12,34.7
2026-03-17,45.17,19.83,0.0,19.83,GFS,20260303_12,39.66
2026-03-18,39.91,25.09,0.0,25.09,GFS,20260303_12,50.18
2026-03-19,41.06,23.94,0.0,23.94,GFS,20260303_12,47.88
