date,mean_temp,hdd,cdd,tdd,model,run_id,adjusted_hdd_signal
2026-03-11,53.67,11.33,0.0,11.33,GFS,20260311_18,22.66
2026-03-12,52.46,12.54,0.0,12.54,GFS,20260311_18,25.08
2026-03-13,52.36,12.64,0.0,12.64,GFS,20260311_18,25.28
2026-03-14,54.06,10.94,0.0,10.94,GFS,20260311_18,21.88
2026-03-15,50.9,14.1,0.0,14.1,GFS,20260311_18,28.2
2026-03-16,47.75,17.25,0.0,17.25,GFS,20260311_18,34.5
2026-03-17,48.33,16.67,0.0,16.67,GFS,20260311_18,33.34
2026-03-18,53.16,11.84,0.0,11.84,GFS,20260311_18,23.68
2026-03-19,58.54,6.46,0.0,6.46,GFS,20260311_18,12.92
2026-03-20,61.66,3.34,0.0,3.34,GFS,20260311_18,6.68
2026-03-21,61.8,3.2,0.0,3.2,GFS,20260311_18,6.4
2026-03-22,58.43,6.57,0.0,6.57,GFS,20260311_18,13.14
2026-03-23,56.68,8.32,0.0,8.32,GFS,20260311_18,16.64
2026-03-24,55.5,9.5,0.0,9.5,GFS,20260311_18,19.0
2026-03-25,55.0,10.0,0.0,10.0,GFS,20260311_18,20.0
2026-03-26,54.66,10.34,0.0,10.34,GFS,20260311_18,20.68
2026-03-27,55.91,9.09,0.0,9.09,GFS,20260311_18,18.18
