date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id
2026-02-28,47.75,17.25,0.0,17.25,47.75,17.25,0.0,17.25,GFS,20260228_06
2026-03-01,44.44,20.56,0.0,20.56,44.44,20.56,0.0,20.56,GFS,20260228_06
2026-03-02,43.14,21.86,0.0,21.86,43.14,21.86,0.0,21.86,GFS,20260228_06
2026-03-03,45.94,19.06,0.0,19.06,45.94,19.06,0.0,19.06,GFS,20260228_06
2026-03-04,49.37,15.63,0.0,15.63,49.37,15.63,0.0,15.63,GFS,20260228_06
2026-03-05,50.65,14.35,0.0,14.35,50.65,14.35,0.0,14.35,GFS,20260228_06
2026-03-06,49.85,15.15,0.0,15.15,49.85,15.15,0.0,15.15,GFS,20260228_06
2026-03-07,49.92,15.08,0.0,15.08,49.92,15.08,0.0,15.08,GFS,20260228_06
2026-03-08,49.2,15.8,0.0,15.8,49.2,15.8,0.0,15.8,GFS,20260228_06
2026-03-09,50.85,14.15,0.0,14.15,50.85,14.15,0.0,14.15,GFS,20260228_06
2026-03-10,48.11,16.89,0.0,16.89,48.11,16.89,0.0,16.89,GFS,20260228_06
2026-03-11,45.4,19.6,0.0,19.6,45.4,19.6,0.0,19.6,GFS,20260228_06
2026-03-12,44.86,20.14,0.0,20.14,44.86,20.14,0.0,20.14,GFS,20260228_06
2026-03-13,46.29,18.71,0.0,18.71,46.29,18.71,0.0,18.71,GFS,20260228_06
2026-03-14,45.5,19.5,0.0,19.5,45.5,19.5,0.0,19.5,GFS,20260228_06
2026-03-15,45.52,19.48,0.0,19.48,45.52,19.48,0.0,19.48,GFS,20260228_06
2026-03-16,46.84,18.16,0.0,18.16,46.84,18.16,0.0,18.16,GFS,20260228_06
