date,mean_temp,tdd,model,run_id
2026-02-20,39.0,26.0,GFS,20260220_12
2026-02-21,39.16,25.84,GFS,20260220_12
2026-02-22,38.64,26.36,GFS,20260220_12
2026-02-23,38.34,26.66,GFS,20260220_12
2026-02-24,38.55,26.45,GFS,20260220_12
2026-02-25,39.08,25.92,GFS,20260220_12
