date,mean_temp,hdd,cdd,tdd,model,run_id,adjusted_hdd_signal
2026-03-05,46.1,18.9,0.0,18.9,GFS,20260305_12,37.8
2026-03-06,47.47,17.53,0.0,17.53,GFS,20260305_12,35.06
2026-03-07,48.39,16.61,0.0,16.61,GFS,20260305_12,33.22
2026-03-08,48.84,16.16,0.0,16.16,GFS,20260305_12,32.32
2026-03-09,50.09,14.91,0.0,14.91,GFS,20260305_12,29.82
2026-03-10,48.24,16.76,0.0,16.76,GFS,20260305_12,33.52
2026-03-11,48.03,16.97,0.0,16.97,GFS,20260305_12,33.94
2026-03-12,46.83,18.17,0.0,18.17,GFS,20260305_12,36.34
2026-03-13,45.89,19.11,0.0,19.11,GFS,20260305_12,38.22
2026-03-14,46.74,18.26,0.0,18.26,GFS,20260305_12,36.52
