date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id
2026-02-27,47.18,17.82,0.0,17.82,47.18,17.82,0.0,17.82,GFS,20260227_06
2026-02-28,47.63,17.37,0.0,17.37,47.63,17.37,0.0,17.37,GFS,20260227_06
2026-03-01,44.32,20.68,0.0,20.68,44.32,20.68,0.0,20.68,GFS,20260227_06
2026-03-02,42.28,22.72,0.0,22.72,42.28,22.72,0.0,22.72,GFS,20260227_06
2026-03-03,44.73,20.27,0.0,20.27,44.73,20.27,0.0,20.27,GFS,20260227_06
2026-03-04,48.59,16.41,0.0,16.41,48.59,16.41,0.0,16.41,GFS,20260227_06
2026-03-05,48.8,16.2,0.0,16.2,48.8,16.2,0.0,16.2,GFS,20260227_06
2026-03-06,47.06,17.94,0.0,17.94,47.06,17.94,0.0,17.94,GFS,20260227_06
2026-03-07,49.45,15.55,0.0,15.55,49.45,15.55,0.0,15.55,GFS,20260227_06
2026-03-08,49.82,15.18,0.0,15.18,49.82,15.18,0.0,15.18,GFS,20260227_06
2026-03-09,49.77,15.23,0.0,15.23,49.77,15.23,0.0,15.23,GFS,20260227_06
2026-03-10,50.12,14.88,0.0,14.88,50.12,14.88,0.0,14.88,GFS,20260227_06
2026-03-11,49.77,15.23,0.0,15.23,49.77,15.23,0.0,15.23,GFS,20260227_06
2026-03-12,47.91,17.09,0.0,17.09,47.91,17.09,0.0,17.09,GFS,20260227_06
2026-03-13,46.06,18.94,0.0,18.94,46.06,18.94,0.0,18.94,GFS,20260227_06
2026-03-14,43.66,21.34,0.0,21.34,43.66,21.34,0.0,21.34,GFS,20260227_06
2026-03-15,41.52,23.48,0.0,23.48,41.52,23.48,0.0,23.48,GFS,20260227_06
