date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id,adjusted_hdd_signal
2026-04-04,57.89,7.11,0.0,7.11,59.06,5.94,0.0,5.94,GFS,20260404_18,11.88
2026-04-05,57.29,7.71,0.0,7.71,51.77,13.23,0.0,13.23,GFS,20260404_18,26.46
2026-04-06,55.33,9.67,0.0,9.67,50.53,14.47,0.0,14.47,GFS,20260404_18,28.94
2026-04-07,55.27,9.73,0.0,9.73,47.45,17.55,0.0,17.55,GFS,20260404_18,35.1
2026-04-08,57.84,7.16,0.0,7.16,55.45,9.55,0.0,9.55,GFS,20260404_18,19.1
2026-04-09,58.58,6.42,0.0,6.42,57.94,7.06,0.0,7.06,GFS,20260404_18,14.12
2026-04-10,59.8,5.2,0.0,5.2,59.88,5.12,0.0,5.12,GFS,20260404_18,10.24
2026-04-11,60.74,4.26,0.0,4.26,61.04,3.96,0.0,3.96,GFS,20260404_18,7.92
2026-04-12,60.67,4.33,0.0,4.33,62.8,2.2,0.0,2.2,GFS,20260404_18,4.4
2026-04-13,57.66,7.34,0.0,7.34,59.64,5.36,0.0,5.36,GFS,20260404_18,10.72
2026-04-14,55.85,9.15,0.0,9.15,55.09,9.91,0.0,9.91,GFS,20260404_18,19.82
2026-04-15,56.11,8.89,0.0,8.89,54.71,10.29,0.0,10.29,GFS,20260404_18,20.58
2026-04-16,55.95,9.05,0.0,9.05,51.7,13.3,0.0,13.3,GFS,20260404_18,26.6
2026-04-17,57.39,7.61,0.0,7.61,50.66,14.34,0.0,14.34,GFS,20260404_18,28.68
2026-04-18,59.26,5.74,0.0,5.74,58.22,6.78,0.0,6.78,GFS,20260404_18,13.56
2026-04-19,60.8,4.2,0.0,4.2,59.93,5.07,0.0,5.07,GFS,20260404_18,10.14
2026-04-20,62.93,2.07,0.0,2.07,60.45,4.55,0.0,4.55,GFS,20260404_18,9.1
