date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id,adjusted_hdd_signal
2026-04-09,58.33,6.67,0.0,6.67,52.26,12.74,0.0,12.74,GFS,20260409_00,25.48
2026-04-10,59.97,5.03,0.0,5.03,54.73,10.27,0.0,10.27,GFS,20260409_00,20.54
2026-04-11,60.03,4.97,0.0,4.97,55.71,9.29,0.0,9.29,GFS,20260409_00,18.58
2026-04-12,59.65,5.35,0.0,5.35,54.73,10.27,0.0,10.27,GFS,20260409_00,20.54
2026-04-13,60.83,4.17,0.0,4.17,61.4,3.6,0.0,3.6,GFS,20260409_00,7.2
2026-04-14,61.04,3.96,0.0,3.96,65.51,0.0,0.51,0.51,GFS,20260409_00,0.0
2026-04-15,60.07,4.93,0.0,4.93,64.83,0.17,0.0,0.17,GFS,20260409_00,0.34
2026-04-16,61.75,3.25,0.0,3.25,64.42,0.58,0.0,0.58,GFS,20260409_00,1.16
2026-04-17,61.12,3.88,0.0,3.88,64.12,0.88,0.0,0.88,GFS,20260409_00,1.76
2026-04-18,60.12,4.88,0.0,4.88,58.62,6.38,0.0,6.38,GFS,20260409_00,12.76
2026-04-19,59.14,5.86,0.0,5.86,51.22,13.78,0.0,13.78,GFS,20260409_00,27.56
2026-04-20,59.3,5.7,0.0,5.7,53.73,11.27,0.0,11.27,GFS,20260409_00,22.54
2026-04-21,60.4,4.6,0.0,4.6,54.12,10.88,0.0,10.88,GFS,20260409_00,21.76
2026-04-22,60.04,4.96,0.0,4.96,59.39,5.61,0.0,5.61,GFS,20260409_00,11.22
2026-04-23,60.33,4.67,0.0,4.67,59.19,5.81,0.0,5.81,GFS,20260409_00,11.62
2026-04-24,60.2,4.8,0.0,4.8,55.87,9.13,0.0,9.13,GFS,20260409_00,18.26
2026-04-25,62.48,2.52,0.0,2.52,59.81,5.19,0.0,5.19,GFS,20260409_00,10.38
