date,mean_temp,tdd,model,run_id
2026-02-18,38.15,26.85,GFS,20260218_06
2026-02-19,38.19,26.81,GFS,20260218_06
2026-02-20,38.28,26.72,GFS,20260218_06
2026-02-21,38.72,26.28,GFS,20260218_06
2026-02-22,38.48,26.52,GFS,20260218_06
2026-02-23,38.22,26.78,GFS,20260218_06
2026-02-24,38.27,26.73,GFS,20260218_06
2026-02-25,38.13,26.87,GFS,20260218_06
2026-02-26,38.12,26.88,GFS,20260218_06
2026-02-27,37.97,27.03,GFS,20260218_06
2026-02-28,37.76,27.24,GFS,20260218_06
