date,mean_temp,hdd,cdd,tdd,model,run_id,adjusted_hdd_signal
2026-03-02,41.59,23.41,0.0,23.41,GFS,20260302_12,46.82
2026-03-03,45.59,19.41,0.0,19.41,GFS,20260302_12,38.82
2026-03-04,47.8,17.2,0.0,17.2,GFS,20260302_12,34.4
2026-03-05,47.34,17.66,0.0,17.66,GFS,20260302_12,35.32
2026-03-06,47.01,17.99,0.0,17.99,GFS,20260302_12,35.98
2026-03-07,48.23,16.77,0.0,16.77,GFS,20260302_12,33.54
2026-03-08,49.1,15.9,0.0,15.9,GFS,20260302_12,31.8
2026-03-09,49.95,15.05,0.0,15.05,GFS,20260302_12,30.1
2026-03-10,48.66,16.34,0.0,16.34,GFS,20260302_12,32.68
2026-03-11,47.78,17.22,0.0,17.22,GFS,20260302_12,34.44
2026-03-12,42.86,22.14,0.0,22.14,GFS,20260302_12,44.28
2026-03-13,43.09,21.91,0.0,21.91,GFS,20260302_12,43.82
2026-03-14,44.9,20.1,0.0,20.1,GFS,20260302_12,40.2
2026-03-15,42.92,22.08,0.0,22.08,GFS,20260302_12,44.16
2026-03-16,41.05,23.95,0.0,23.95,GFS,20260302_12,47.9
2026-03-17,42.69,22.31,0.0,22.31,GFS,20260302_12,44.62
2026-03-18,43.14,21.86,0.0,21.86,GFS,20260302_12,43.72
