date,mean_temp,hdd,cdd,tdd,model,run_id,adjusted_hdd_signal
2026-03-10,57.52,7.48,0.0,7.48,GFS,20260310_00,14.96
2026-03-11,54.97,10.03,0.0,10.03,GFS,20260310_00,20.06
2026-03-12,54.01,10.99,0.0,10.99,GFS,20260310_00,21.98
2026-03-13,51.96,13.04,0.0,13.04,GFS,20260310_00,26.08
2026-03-14,53.23,11.77,0.0,11.77,GFS,20260310_00,23.54
2026-03-15,53.29,11.71,0.0,11.71,GFS,20260310_00,23.42
2026-03-16,50.34,14.66,0.0,14.66,GFS,20260310_00,29.32
2026-03-17,46.89,18.11,0.0,18.11,GFS,20260310_00,36.22
2026-03-18,47.92,17.08,0.0,17.08,GFS,20260310_00,34.16
2026-03-19,53.27,11.73,0.0,11.73,GFS,20260310_00,23.46
2026-03-20,58.11,6.89,0.0,6.89,GFS,20260310_00,13.78
2026-03-21,60.86,4.14,0.0,4.14,GFS,20260310_00,8.28
2026-03-22,60.97,4.03,0.0,4.03,GFS,20260310_00,8.06
2026-03-23,58.06,6.94,0.0,6.94,GFS,20260310_00,13.88
2026-03-24,54.52,10.48,0.0,10.48,GFS,20260310_00,20.96
2026-03-25,54.42,10.58,0.0,10.58,GFS,20260310_00,21.16
2026-03-26,56.21,8.79,0.0,8.79,GFS,20260310_00,17.58
