date,mean_temp,hdd,cdd,tdd,model,run_id,adjusted_hdd_signal
2026-03-10,48.85,16.15,0.0,16.15,GFS,20260310_12,32.3
2026-03-11,47.5,17.5,0.0,17.5,GFS,20260310_12,35.0
2026-03-12,45.49,19.51,0.0,19.51,GFS,20260310_12,39.02
2026-03-13,42.93,22.07,0.0,22.07,GFS,20260310_12,44.14
2026-03-14,44.7,20.3,0.0,20.3,GFS,20260310_12,40.6
2026-03-15,43.93,21.07,0.0,21.07,GFS,20260310_12,42.14
2026-03-16,41.9,23.1,0.0,23.1,GFS,20260310_12,46.2
2026-03-17,38.84,26.16,0.0,26.16,GFS,20260310_12,52.32
2026-03-18,42.19,22.81,0.0,22.81,GFS,20260310_12,45.62
2026-03-19,45.54,19.46,0.0,19.46,GFS,20260310_12,38.92
2026-03-20,49.04,15.96,0.0,15.96,GFS,20260310_12,31.92
2026-03-21,51.46,13.54,0.0,13.54,GFS,20260310_12,27.08
2026-03-22,51.46,13.54,0.0,13.54,GFS,20260310_12,27.08
2026-03-23,49.95,15.05,0.0,15.05,GFS,20260310_12,30.1
2026-03-24,50.47,14.53,0.0,14.53,GFS,20260310_12,29.06
2026-03-25,49.46,15.54,0.0,15.54,GFS,20260310_12,31.08
2026-03-26,48.45,16.55,0.0,16.55,GFS,20260310_12,33.1
