date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id,adjusted_hdd_signal
2026-04-19,58.09,6.91,0.0,6.91,51.41,13.59,0.0,13.59,GFS,20260419_18,27.18
2026-04-20,60.39,4.61,0.0,4.61,54.14,10.86,0.0,10.86,GFS,20260419_18,21.72
2026-04-21,63.41,1.59,0.0,1.59,62.26,2.74,0.0,2.74,GFS,20260419_18,5.48
2026-04-22,62.88,2.12,0.0,2.12,61.87,3.13,0.0,3.13,GFS,20260419_18,6.26
2026-04-23,61.9,3.1,0.0,3.1,65.36,0.0,0.36,0.36,GFS,20260419_18,0.0
2026-04-24,60.71,4.29,0.0,4.29,62.08,2.92,0.0,2.92,GFS,20260419_18,5.84
2026-04-25,60.3,4.7,0.0,4.7,57.45,7.55,0.0,7.55,GFS,20260419_18,15.1
2026-04-26,60.48,4.52,0.0,4.52,57.89,7.11,0.0,7.11,GFS,20260419_18,14.22
2026-04-27,60.77,4.23,0.0,4.23,58.68,6.32,0.0,6.32,GFS,20260419_18,12.64
2026-04-28,62.26,2.74,0.0,2.74,58.91,6.09,0.0,6.09,GFS,20260419_18,12.18
2026-04-29,62.16,2.84,0.0,2.84,60.84,4.16,0.0,4.16,GFS,20260419_18,8.32
2026-04-30,61.68,3.32,0.0,3.32,57.87,7.13,0.0,7.13,GFS,20260419_18,14.26
2026-05-01,60.96,4.04,0.0,4.04,53.71,11.29,0.0,11.29,GFS,20260419_18,22.58
2026-05-02,61.63,3.37,0.0,3.37,57.48,7.52,0.0,7.52,GFS,20260419_18,15.04
2026-05-03,61.98,3.02,0.0,3.02,62.37,2.63,0.0,2.63,GFS,20260419_18,5.26
2026-05-04,61.26,3.74,0.0,3.74,61.61,3.39,0.0,3.39,GFS,20260419_18,6.78
2026-05-05,61.16,3.84,0.0,3.84,58.27,6.73,0.0,6.73,GFS,20260419_18,13.46
