date,mean_temp,hdd,cdd,tdd,model,run_id,adjusted_hdd_signal
2026-03-10,56.42,8.58,0.0,8.58,GFS,20260310_18,17.16
2026-03-11,53.81,11.19,0.0,11.19,GFS,20260310_18,22.38
2026-03-12,52.67,12.33,0.0,12.33,GFS,20260310_18,24.66
2026-03-13,52.42,12.58,0.0,12.58,GFS,20260310_18,25.16
2026-03-14,54.01,10.99,0.0,10.99,GFS,20260310_18,21.98
2026-03-15,52.36,12.64,0.0,12.64,GFS,20260310_18,25.28
2026-03-16,49.98,15.02,0.0,15.02,GFS,20260310_18,30.04
2026-03-17,50.66,14.34,0.0,14.34,GFS,20260310_18,28.68
2026-03-18,54.68,10.32,0.0,10.32,GFS,20260310_18,20.64
2026-03-19,58.47,6.53,0.0,6.53,GFS,20260310_18,13.06
2026-03-20,60.32,4.68,0.0,4.68,GFS,20260310_18,9.36
2026-03-21,61.09,3.91,0.0,3.91,GFS,20260310_18,7.82
2026-03-22,58.03,6.97,0.0,6.97,GFS,20260310_18,13.94
2026-03-23,55.35,9.65,0.0,9.65,GFS,20260310_18,19.3
2026-03-24,56.05,8.95,0.0,8.95,GFS,20260310_18,17.9
2026-03-25,58.7,6.3,0.0,6.3,GFS,20260310_18,12.6
2026-03-26,59.27,5.73,0.0,5.73,GFS,20260310_18,11.46
