date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id
2026-09-26,62.76,2.24,0.0,2.24,62.76,2.24,0.0,2.24,UKMO_ENS,20260926_00
2026-09-27,63.25,1.75,0.0,1.75,63.25,1.75,0.0,1.75,UKMO_ENS,20260926_00
2026-09-28,63.44,1.56,0.0,1.56,63.44,1.56,0.0,1.56,UKMO_ENS,20260926_00
2026-09-29,64.71,0.29,0.0,0.29,64.71,0.29,0.0,0.29,UKMO_ENS,20260926_00
2026-09-30,66.42,0.0,1.42,1.42,66.42,0.0,1.42,1.42,UKMO_ENS,20260926_00
2026-10-01,69.09,0.0,4.09,4.09,69.09,0.0,4.09,4.09,UKMO_ENS,20260926_00
2026-10-02,69.62,0.0,4.62,4.62,69.62,0.0,4.62,4.62,UKMO_ENS,20260926_00
2026-10-03,67.21,0.0,2.21,2.21,67.21,0.0,2.21,2.21,UKMO_ENS,20260926_00
