date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id
2026-09-13,72.14,0.0,7.14,7.14,72.14,0.0,7.14,7.14,EC46,20260913_00
2026-09-14,69.89,0.0,4.89,4.89,69.89,0.0,4.89,4.89,EC46,20260913_00
2026-09-15,68.96,0.0,3.96,3.96,68.96,0.0,3.96,3.96,EC46,20260913_00
2026-09-16,70.5,0.0,5.5,5.5,70.5,0.0,5.5,5.5,EC46,20260913_00
2026-09-17,72.92,0.0,7.92,7.92,72.92,0.0,7.92,7.92,EC46,20260913_00
2026-09-18,72.0,0.0,7.0,7.0,72.0,0.0,7.0,7.0,EC46,20260913_00
2026-09-19,68.46,0.0,3.46,3.46,68.46,0.0,3.46,3.46,EC46,20260913_00
2026-09-20,72.07,0.0,7.07,7.07,72.07,0.0,7.07,7.07,EC46,20260913_00
2026-09-21,72.76,0.0,7.76,7.76,72.76,0.0,7.76,7.76,EC46,20260913_00
2026-09-22,68.41,0.0,3.41,3.41,68.41,0.0,3.41,3.41,EC46,20260913_00
2026-09-23,64.86,0.14,0.0,0.14,64.86,0.14,0.0,0.14,EC46,20260913_00
2026-09-24,62.61,2.39,0.0,2.39,62.61,2.39,0.0,2.39,EC46,20260913_00
2026-09-25,62.28,2.72,0.0,2.72,62.28,2.72,0.0,2.72,EC46,20260913_00
2026-09-26,63.4,1.6,0.0,1.6,63.4,1.6,0.0,1.6,EC46,20260913_00
2026-09-27,66.25,0.0,1.25,1.25,66.25,0.0,1.25,1.25,EC46,20260913_00
2026-09-28,70.06,0.0,5.06,5.06,70.06,0.0,5.06,5.06,EC46,20260913_00
2026-09-29,72.34,0.0,7.34,7.34,72.34,0.0,7.34,7.34,EC46,20260913_00
2026-09-30,72.68,0.0,7.68,7.68,72.68,0.0,7.68,7.68,EC46,20260913_00
2026-10-01,73.53,0.0,8.53,8.53,73.53,0.0,8.53,8.53,EC46,20260913_00
2026-10-02,71.31,0.0,6.31,6.31,71.31,0.0,6.31,6.31,EC46,20260913_00
2026-10-03,66.41,0.0,1.41,1.41,66.41,0.0,1.41,1.41,EC46,20260913_00
2026-10-04,62.32,2.68,0.0,2.68,62.32,2.68,0.0,2.68,EC46,20260913_00
2026-10-05,62.3,2.7,0.0,2.7,62.3,2.7,0.0,2.7,EC46,20260913_00
2026-10-06,63.15,1.85,0.0,1.85,63.15,1.85,0.0,1.85,EC46,20260913_00
2026-10-07,61.53,3.47,0.0,3.47,61.53,3.47,0.0,3.47,EC46,20260913_00
2026-10-08,58.54,6.46,0.0,6.46,58.54,6.46,0.0,6.46,EC46,20260913_00
2026-10-09,56.0,9.0,0.0,9.0,56.0,9.0,0.0,9.0,EC46,20260913_00
2026-10-10,52.37,12.63,0.0,12.63,52.37,12.63,0.0,12.63,EC46,20260913_00
2026-10-11,53.78,11.22,0.0,11.22,53.78,11.22,0.0,11.22,EC46,20260913_00
2026-10-12,57.18,7.82,0.0,7.82,57.18,7.82,0.0,7.82,EC46,20260913_00
2026-10-13,59.23,5.77,0.0,5.77,59.23,5.77,0.0,5.77,EC46,20260913_00
2026-10-14,58.91,6.09,0.0,6.09,58.91,6.09,0.0,6.09,EC46,20260913_00
2026-10-15,59.66,5.34,0.0,5.34,59.66,5.34,0.0,5.34,EC46,20260913_00
2026-10-16,54.56,10.44,0.0,10.44,54.56,10.44,0.0,10.44,EC46,20260913_00
2026-10-17,50.06,14.94,0.0,14.94,50.06,14.94,0.0,14.94,EC46,20260913_00
2026-10-18,50.32,14.68,0.0,14.68,50.32,14.68,0.0,14.68,EC46,20260913_00
2026-10-19,51.54,13.46,0.0,13.46,51.54,13.46,0.0,13.46,EC46,20260913_00
2026-10-20,52.98,12.02,0.0,12.02,52.98,12.02,0.0,12.02,EC46,20260913_00
2026-10-21,56.34,8.66,0.0,8.66,56.34,8.66,0.0,8.66,EC46,20260913_00
2026-10-22,57.97,7.03,0.0,7.03,57.97,7.03,0.0,7.03,EC46,20260913_00
2026-10-23,55.07,9.93,0.0,9.93,55.07,9.93,0.0,9.93,EC46,20260913_00
2026-10-24,47.2,17.8,0.0,17.8,47.2,17.8,0.0,17.8,EC46,20260913_00
2026-10-25,46.44,18.56,0.0,18.56,46.44,18.56,0.0,18.56,EC46,20260913_00
2026-10-26,49.85,15.15,0.0,15.15,49.85,15.15,0.0,15.15,EC46,20260913_00
2026-10-27,52.78,12.22,0.0,12.22,52.78,12.22,0.0,12.22,EC46,20260913_00
2026-10-28,54.61,10.39,0.0,10.39,54.61,10.39,0.0,10.39,EC46,20260913_00
