date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id
2026-09-18,72.72,0.0,7.72,7.72,72.72,0.0,7.72,7.72,EC46,20260918_00
2026-09-19,68.85,0.0,3.85,3.85,68.85,0.0,3.85,3.85,EC46,20260918_00
2026-09-20,68.84,0.0,3.84,3.84,68.84,0.0,3.84,3.84,EC46,20260918_00
2026-09-21,66.25,0.0,1.25,1.25,66.25,0.0,1.25,1.25,EC46,20260918_00
2026-09-22,62.5,2.5,0.0,2.5,62.5,2.5,0.0,2.5,EC46,20260918_00
2026-09-23,61.0,4.0,0.0,4.0,61.0,4.0,0.0,4.0,EC46,20260918_00
2026-09-24,62.24,2.76,0.0,2.76,62.24,2.76,0.0,2.76,EC46,20260918_00
2026-09-25,63.62,1.38,0.0,1.38,63.62,1.38,0.0,1.38,EC46,20260918_00
2026-09-26,64.09,0.91,0.0,0.91,64.09,0.91,0.0,0.91,EC46,20260918_00
2026-09-27,63.53,1.47,0.0,1.47,63.53,1.47,0.0,1.47,EC46,20260918_00
2026-09-28,63.58,1.42,0.0,1.42,63.58,1.42,0.0,1.42,EC46,20260918_00
2026-09-29,64.35,0.65,0.0,0.65,64.35,0.65,0.0,0.65,EC46,20260918_00
2026-09-30,65.78,0.0,0.78,0.78,65.78,0.0,0.78,0.78,EC46,20260918_00
2026-10-01,66.69,0.0,1.69,1.69,66.69,0.0,1.69,1.69,EC46,20260918_00
2026-10-02,66.85,0.0,1.85,1.85,66.85,0.0,1.85,1.85,EC46,20260918_00
2026-10-03,68.04,0.0,3.04,3.04,68.04,0.0,3.04,3.04,EC46,20260918_00
2026-10-04,69.96,0.0,4.96,4.96,69.96,0.0,4.96,4.96,EC46,20260918_00
2026-10-05,71.48,0.0,6.48,6.48,71.48,0.0,6.48,6.48,EC46,20260918_00
2026-10-06,72.73,0.0,7.73,7.73,72.73,0.0,7.73,7.73,EC46,20260918_00
2026-10-07,73.15,0.0,8.15,8.15,73.15,0.0,8.15,8.15,EC46,20260918_00
2026-10-08,71.52,0.0,6.52,6.52,71.52,0.0,6.52,6.52,EC46,20260918_00
2026-10-09,68.3,0.0,3.3,3.3,68.3,0.0,3.3,3.3,EC46,20260918_00
2026-10-10,68.13,0.0,3.13,3.13,68.13,0.0,3.13,3.13,EC46,20260918_00
2026-10-11,70.79,0.0,5.79,5.79,70.79,0.0,5.79,5.79,EC46,20260918_00
2026-10-12,69.84,0.0,4.84,4.84,69.84,0.0,4.84,4.84,EC46,20260918_00
2026-10-13,65.42,0.0,0.42,0.42,65.42,0.0,0.42,0.42,EC46,20260918_00
2026-10-14,60.92,4.08,0.0,4.08,60.92,4.08,0.0,4.08,EC46,20260918_00
2026-10-15,57.99,7.01,0.0,7.01,57.99,7.01,0.0,7.01,EC46,20260918_00
2026-10-16,55.06,9.94,0.0,9.94,55.06,9.94,0.0,9.94,EC46,20260918_00
2026-10-17,53.52,11.48,0.0,11.48,53.52,11.48,0.0,11.48,EC46,20260918_00
2026-10-18,52.27,12.73,0.0,12.73,52.27,12.73,0.0,12.73,EC46,20260918_00
2026-10-19,52.34,12.66,0.0,12.66,52.34,12.66,0.0,12.66,EC46,20260918_00
2026-10-20,51.95,13.05,0.0,13.05,51.95,13.05,0.0,13.05,EC46,20260918_00
2026-10-21,51.03,13.97,0.0,13.97,51.03,13.97,0.0,13.97,EC46,20260918_00
2026-10-22,49.32,15.68,0.0,15.68,49.32,15.68,0.0,15.68,EC46,20260918_00
2026-10-23,53.95,11.05,0.0,11.05,53.95,11.05,0.0,11.05,EC46,20260918_00
2026-10-24,55.28,9.72,0.0,9.72,55.28,9.72,0.0,9.72,EC46,20260918_00
2026-10-25,54.59,10.41,0.0,10.41,54.59,10.41,0.0,10.41,EC46,20260918_00
2026-10-26,53.95,11.05,0.0,11.05,53.95,11.05,0.0,11.05,EC46,20260918_00
2026-10-27,56.19,8.81,0.0,8.81,56.19,8.81,0.0,8.81,EC46,20260918_00
2026-10-28,56.82,8.18,0.0,8.18,56.82,8.18,0.0,8.18,EC46,20260918_00
2026-10-29,54.73,10.27,0.0,10.27,54.73,10.27,0.0,10.27,EC46,20260918_00
2026-10-30,51.29,13.71,0.0,13.71,51.29,13.71,0.0,13.71,EC46,20260918_00
2026-10-31,49.78,15.22,0.0,15.22,49.78,15.22,0.0,15.22,EC46,20260918_00
2026-11-01,48.58,16.42,0.0,16.42,48.58,16.42,0.0,16.42,EC46,20260918_00
2026-11-02,50.38,14.62,0.0,14.62,50.38,14.62,0.0,14.62,EC46,20260918_00
