date,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw,model,run_id
2026-09-21,65.85,0.0,0.85,0.85,65.85,0.0,0.85,0.85,EC46,20260921_00
2026-09-22,63.0,2.0,0.0,2.0,63.0,2.0,0.0,2.0,EC46,20260921_00
2026-09-23,61.8,3.2,0.0,3.2,61.8,3.2,0.0,3.2,EC46,20260921_00
2026-09-24,61.32,3.68,0.0,3.68,61.32,3.68,0.0,3.68,EC46,20260921_00
2026-09-25,61.17,3.83,0.0,3.83,61.17,3.83,0.0,3.83,EC46,20260921_00
2026-09-26,61.34,3.66,0.0,3.66,61.34,3.66,0.0,3.66,EC46,20260921_00
2026-09-27,61.76,3.24,0.0,3.24,61.76,3.24,0.0,3.24,EC46,20260921_00
2026-09-28,62.5,2.5,0.0,2.5,62.5,2.5,0.0,2.5,EC46,20260921_00
2026-09-29,63.39,1.61,0.0,1.61,63.39,1.61,0.0,1.61,EC46,20260921_00
2026-09-30,64.85,0.15,0.0,0.15,64.85,0.15,0.0,0.15,EC46,20260921_00
2026-10-01,61.29,3.71,0.0,3.71,61.29,3.71,0.0,3.71,EC46,20260921_00
2026-10-02,58.06,6.94,0.0,6.94,58.06,6.94,0.0,6.94,EC46,20260921_00
2026-10-03,59.26,5.74,0.0,5.74,59.26,5.74,0.0,5.74,EC46,20260921_00
2026-10-04,60.86,4.14,0.0,4.14,60.86,4.14,0.0,4.14,EC46,20260921_00
2026-10-05,63.83,1.17,0.0,1.17,63.83,1.17,0.0,1.17,EC46,20260921_00
2026-10-06,65.62,0.0,0.62,0.62,65.62,0.0,0.62,0.62,EC46,20260921_00
2026-10-07,65.87,0.0,0.87,0.87,65.87,0.0,0.87,0.87,EC46,20260921_00
2026-10-08,63.8,1.2,0.0,1.2,63.8,1.2,0.0,1.2,EC46,20260921_00
2026-10-09,61.32,3.68,0.0,3.68,61.32,3.68,0.0,3.68,EC46,20260921_00
2026-10-10,58.39,6.61,0.0,6.61,58.39,6.61,0.0,6.61,EC46,20260921_00
2026-10-11,56.24,8.76,0.0,8.76,56.24,8.76,0.0,8.76,EC46,20260921_00
2026-10-12,57.02,7.98,0.0,7.98,57.02,7.98,0.0,7.98,EC46,20260921_00
2026-10-13,61.36,3.64,0.0,3.64,61.36,3.64,0.0,3.64,EC46,20260921_00
2026-10-14,62.14,2.86,0.0,2.86,62.14,2.86,0.0,2.86,EC46,20260921_00
2026-10-15,62.13,2.87,0.0,2.87,62.13,2.87,0.0,2.87,EC46,20260921_00
2026-10-16,64.3,0.7,0.0,0.7,64.3,0.7,0.0,0.7,EC46,20260921_00
2026-10-17,64.23,0.77,0.0,0.77,64.23,0.77,0.0,0.77,EC46,20260921_00
2026-10-18,66.08,0.0,1.08,1.08,66.08,0.0,1.08,1.08,EC46,20260921_00
2026-10-19,68.73,0.0,3.73,3.73,68.73,0.0,3.73,3.73,EC46,20260921_00
2026-10-20,68.26,0.0,3.26,3.26,68.26,0.0,3.26,3.26,EC46,20260921_00
2026-10-21,65.72,0.0,0.72,0.72,65.72,0.0,0.72,0.72,EC46,20260921_00
2026-10-22,62.05,2.95,0.0,2.95,62.05,2.95,0.0,2.95,EC46,20260921_00
2026-10-23,54.53,10.47,0.0,10.47,54.53,10.47,0.0,10.47,EC46,20260921_00
2026-10-24,47.95,17.05,0.0,17.05,47.95,17.05,0.0,17.05,EC46,20260921_00
2026-10-25,51.06,13.94,0.0,13.94,51.06,13.94,0.0,13.94,EC46,20260921_00
2026-10-26,56.66,8.34,0.0,8.34,56.66,8.34,0.0,8.34,EC46,20260921_00
2026-10-27,52.95,12.05,0.0,12.05,52.95,12.05,0.0,12.05,EC46,20260921_00
2026-10-28,54.57,10.43,0.0,10.43,54.57,10.43,0.0,10.43,EC46,20260921_00
2026-10-29,59.75,5.25,0.0,5.25,59.75,5.25,0.0,5.25,EC46,20260921_00
2026-10-30,60.54,4.46,0.0,4.46,60.54,4.46,0.0,4.46,EC46,20260921_00
2026-10-31,57.37,7.63,0.0,7.63,57.37,7.63,0.0,7.63,EC46,20260921_00
2026-11-01,56.24,8.76,0.0,8.76,56.24,8.76,0.0,8.76,EC46,20260921_00
2026-11-02,56.45,8.55,0.0,8.55,56.45,8.55,0.0,8.55,EC46,20260921_00
2026-11-03,55.67,9.33,0.0,9.33,55.67,9.33,0.0,9.33,EC46,20260921_00
2026-11-04,54.5,10.5,0.0,10.5,54.5,10.5,0.0,10.5,EC46,20260921_00
2026-11-05,51.72,13.28,0.0,13.28,51.72,13.28,0.0,13.28,EC46,20260921_00
