date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260310,FOURCASTNETV2-SMALL,20260309_12_AI,57.2225,7.78,0,7.78,57.22,7.78,0,7.78
20260311,FOURCASTNETV2-SMALL,20260309_12_AI,56.99,8.01,0,8.01,56.99,8.01,0,8.01
20260312,FOURCASTNETV2-SMALL,20260309_12_AI,44.7575,20.24,0,20.24,44.76,20.24,0,20.24
20260313,FOURCASTNETV2-SMALL,20260309_12_AI,39.195,25.8,0,25.8,39.2,25.8,0,25.8
20260314,FOURCASTNETV2-SMALL,20260309_12_AI,40.09,24.91,0,24.91,40.09,24.91,0,24.91
20260315,FOURCASTNETV2-SMALL,20260309_12_AI,43.3975,21.6,0,21.6,43.4,21.6,0,21.6
20260316,FOURCASTNETV2-SMALL,20260309_12_AI,37.2075,27.79,0,27.79,37.21,27.79,0,27.79
20260317,FOURCASTNETV2-SMALL,20260309_12_AI,28.835,36.16,0,36.16,28.84,36.16,0,36.16
20260318,FOURCASTNETV2-SMALL,20260309_12_AI,29.2525,35.75,0,35.75,29.25,35.75,0,35.75
20260319,FOURCASTNETV2-SMALL,20260309_12_AI,34.2825,30.72,0,30.72,34.28,30.72,0,30.72
20260320,FOURCASTNETV2-SMALL,20260309_12_AI,44.7275,20.27,0,20.27,44.73,20.27,0,20.27
20260321,FOURCASTNETV2-SMALL,20260309_12_AI,46.325,18.67,0,18.67,46.32,18.67,0,18.67
20260322,FOURCASTNETV2-SMALL,20260309_12_AI,51.15,13.85,0,13.85,51.15,13.85,0,13.85
20260323,FOURCASTNETV2-SMALL,20260309_12_AI,56.3875,8.61,0,8.61,56.39,8.61,0,8.61
20260324,FOURCASTNETV2-SMALL,20260309_12_AI,50.39666666666667,14.6,0,14.6,50.4,14.6,0,14.6
