date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260507,FOURCASTNETV2-SMALL,20260506_12_AI,53.5025,11.5,0.0,11.5,53.5,11.5,0.0,11.5
20260508,FOURCASTNETV2-SMALL,20260506_12_AI,54.335,10.66,0.0,10.66,54.34,10.66,0.0,10.66
20260509,FOURCASTNETV2-SMALL,20260506_12_AI,57.79,7.21,0.0,7.21,57.79,7.21,0.0,7.21
20260510,FOURCASTNETV2-SMALL,20260506_12_AI,59.67,5.33,0.0,5.33,59.67,5.33,0.0,5.33
20260511,FOURCASTNETV2-SMALL,20260506_12_AI,57.51,7.49,0.0,7.49,57.51,7.49,0.0,7.49
20260512,FOURCASTNETV2-SMALL,20260506_12_AI,57.815,7.19,0.0,7.19,57.82,7.19,0.0,7.19
20260513,FOURCASTNETV2-SMALL,20260506_12_AI,62.9275,2.07,0.0,2.07,62.93,2.07,0.0,2.07
20260514,FOURCASTNETV2-SMALL,20260506_12_AI,64.3325,0.67,0.0,0.67,64.33,0.67,0.0,0.67
20260515,FOURCASTNETV2-SMALL,20260506_12_AI,64.69749999999999,0.3,0.0,0.3,64.7,0.3,0.0,0.3
20260516,FOURCASTNETV2-SMALL,20260506_12_AI,65.7575,0.0,0.76,0.76,65.76,0.0,0.76,0.76
20260517,FOURCASTNETV2-SMALL,20260506_12_AI,68.995,0.0,4.0,4.0,69.0,0.0,4.0,4.0
20260518,FOURCASTNETV2-SMALL,20260506_12_AI,68.8825,0.0,3.88,3.88,68.88,0.0,3.88,3.88
20260519,FOURCASTNETV2-SMALL,20260506_12_AI,63.89,1.11,0.0,1.11,63.89,1.11,0.0,1.11
20260520,FOURCASTNETV2-SMALL,20260506_12_AI,64.1625,0.84,0.0,0.84,64.16,0.84,0.0,0.84
20260521,FOURCASTNETV2-SMALL,20260506_12_AI,63.35333333333333,1.65,0.0,1.65,63.35,1.65,0.0,1.65
