date,model,run_id,mean_temp,tdd,tdd_gw
20260428,FOURCASTNETV2-SMALL,20260427_12_AI,57.78,7.22,7.22
20260429,FOURCASTNETV2-SMALL,20260427_12_AI,54.885,10.115,10.115
20260430,FOURCASTNETV2-SMALL,20260427_12_AI,51.86,13.139999999999999,13.139999999999999
20260501,FOURCASTNETV2-SMALL,20260427_12_AI,49.519999999999996,15.48,15.48
20260502,FOURCASTNETV2-SMALL,20260427_12_AI,48.9225,16.0775,16.0775
20260503,FOURCASTNETV2-SMALL,20260427_12_AI,52.0725,12.9275,12.9275
20260504,FOURCASTNETV2-SMALL,20260427_12_AI,54.5975,10.4025,10.4025
20260505,FOURCASTNETV2-SMALL,20260427_12_AI,54.4975,10.502500000000001,10.502500000000001
20260506,FOURCASTNETV2-SMALL,20260427_12_AI,55.75,9.25,9.25
20260507,FOURCASTNETV2-SMALL,20260427_12_AI,55.760000000000005,9.24,9.24
20260508,FOURCASTNETV2-SMALL,20260427_12_AI,57.7475,7.585000000000001,7.585000000000001
20260509,FOURCASTNETV2-SMALL,20260427_12_AI,59.9475,5.5425,5.5425
20260510,FOURCASTNETV2-SMALL,20260427_12_AI,59.6325,5.3675,5.3675
20260511,FOURCASTNETV2-SMALL,20260427_12_AI,57.475,7.525,7.525
20260512,FOURCASTNETV2-SMALL,20260427_12_AI,55.846666666666664,9.153333333333334,9.153333333333334
