date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260414,FOURCASTNETV2-SMALL,20260413_12_AI,64.77,0.23,0.0,0.23,64.77,0.23,0.0,0.23
20260415,FOURCASTNETV2-SMALL,20260413_12_AI,65.71000000000001,0.0,0.71,0.71,65.71,0.0,0.71,0.71
20260416,FOURCASTNETV2-SMALL,20260413_12_AI,66.06,0.0,1.06,1.06,66.06,0.0,1.06,1.06
20260417,FOURCASTNETV2-SMALL,20260413_12_AI,64.105,0.89,0.0,0.89,64.1,0.89,0.0,0.89
20260418,FOURCASTNETV2-SMALL,20260413_12_AI,58.7625,6.24,0.0,6.24,58.76,6.24,0.0,6.24
20260419,FOURCASTNETV2-SMALL,20260413_12_AI,49.54,15.46,0.0,15.46,49.54,15.46,0.0,15.46
20260420,FOURCASTNETV2-SMALL,20260413_12_AI,46.7125,18.29,0.0,18.29,46.71,18.29,0.0,18.29
20260421,FOURCASTNETV2-SMALL,20260413_12_AI,50.2825,14.72,0.0,14.72,50.28,14.72,0.0,14.72
20260422,FOURCASTNETV2-SMALL,20260413_12_AI,54.9775,10.02,0.0,10.02,54.98,10.02,0.0,10.02
20260423,FOURCASTNETV2-SMALL,20260413_12_AI,55.9625,9.04,0.0,9.04,55.96,9.04,0.0,9.04
20260424,FOURCASTNETV2-SMALL,20260413_12_AI,56.49,8.51,0.0,8.51,56.49,8.51,0.0,8.51
20260425,FOURCASTNETV2-SMALL,20260413_12_AI,58.63,6.37,0.0,6.37,58.63,6.37,0.0,6.37
20260426,FOURCASTNETV2-SMALL,20260413_12_AI,59.685,5.31,0.0,5.31,59.68,5.31,0.0,5.31
20260427,FOURCASTNETV2-SMALL,20260413_12_AI,59.005,5.99,0.0,5.99,59.0,5.99,0.0,5.99
20260428,FOURCASTNETV2-SMALL,20260413_12_AI,57.583333333333336,7.42,0.0,7.42,57.58,7.42,0.0,7.42
