date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260317,FOURCASTNETV2-SMALL,20260316_12_AI,33.1525,31.85,0,31.85,33.15,31.85,0,31.85
20260318,FOURCASTNETV2-SMALL,20260316_12_AI,31.215,33.78,0,33.78,31.22,33.78,0,33.78
20260319,FOURCASTNETV2-SMALL,20260316_12_AI,40.125,24.88,0,24.88,40.12,24.88,0,24.88
20260320,FOURCASTNETV2-SMALL,20260316_12_AI,45.4825,19.52,0,19.52,45.48,19.52,0,19.52
20260321,FOURCASTNETV2-SMALL,20260316_12_AI,51.71,13.29,0,13.29,51.71,13.29,0,13.29
20260322,FOURCASTNETV2-SMALL,20260316_12_AI,49.53,15.47,0,15.47,49.53,15.47,0,15.47
20260323,FOURCASTNETV2-SMALL,20260316_12_AI,40.18,24.82,0,24.82,40.18,24.82,0,24.82
20260324,FOURCASTNETV2-SMALL,20260316_12_AI,42.8975,22.1,0,22.1,42.9,22.1,0,22.1
20260325,FOURCASTNETV2-SMALL,20260316_12_AI,44.6825,20.32,0,20.32,44.68,20.32,0,20.32
20260326,FOURCASTNETV2-SMALL,20260316_12_AI,47.5425,17.46,0,17.46,47.54,17.46,0,17.46
20260327,FOURCASTNETV2-SMALL,20260316_12_AI,48.0,17.0,0,17.0,48.0,17.0,0,17.0
20260328,FOURCASTNETV2-SMALL,20260316_12_AI,44.34,20.66,0,20.66,44.34,20.66,0,20.66
20260329,FOURCASTNETV2-SMALL,20260316_12_AI,43.2275,21.77,0,21.77,43.23,21.77,0,21.77
20260330,FOURCASTNETV2-SMALL,20260316_12_AI,39.55,25.45,0,25.45,39.55,25.45,0,25.45
20260331,FOURCASTNETV2-SMALL,20260316_12_AI,36.016666666666666,28.98,0,28.98,36.02,28.98,0,28.98
