date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260302,FOURCASTNETV2-SMALL,20260301_12_AI,28.9325,36.07,0,36.07,28.93,36.07,0,36.07
20260303,FOURCASTNETV2-SMALL,20260301_12_AI,36.175,28.83,0,28.83,36.17,28.83,0,28.83
20260304,FOURCASTNETV2-SMALL,20260301_12_AI,42.4025,22.6,0,22.6,42.4,22.6,0,22.6
20260305,FOURCASTNETV2-SMALL,20260301_12_AI,48.0975,16.9,0,16.9,48.1,16.9,0,16.9
20260306,FOURCASTNETV2-SMALL,20260301_12_AI,50.5075,14.49,0,14.49,50.51,14.49,0,14.49
20260307,FOURCASTNETV2-SMALL,20260301_12_AI,51.53,13.47,0,13.47,51.53,13.47,0,13.47
20260308,FOURCASTNETV2-SMALL,20260301_12_AI,52.2675,12.73,0,12.73,52.27,12.73,0,12.73
20260309,FOURCASTNETV2-SMALL,20260301_12_AI,53.8175,11.18,0,11.18,53.82,11.18,0,11.18
20260310,FOURCASTNETV2-SMALL,20260301_12_AI,55.2,9.8,0,9.8,55.2,9.8,0,9.8
20260311,FOURCASTNETV2-SMALL,20260301_12_AI,49.7925,15.21,0,15.21,49.79,15.21,0,15.21
20260312,FOURCASTNETV2-SMALL,20260301_12_AI,38.0,27.0,0,27.0,38.0,27.0,0,27.0
20260313,FOURCASTNETV2-SMALL,20260301_12_AI,30.9875,34.01,0,34.01,30.99,34.01,0,34.01
20260314,FOURCASTNETV2-SMALL,20260301_12_AI,26.33,38.67,0,38.67,26.33,38.67,0,38.67
20260315,FOURCASTNETV2-SMALL,20260301_12_AI,20.7575,44.24,0,44.24,20.76,44.24,0,44.24
20260316,FOURCASTNETV2-SMALL,20260301_12_AI,21.69,43.31,0,43.31,21.69,43.31,0,43.31
