date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260530,FOURCASTNETV2-SMALL,20260529_12_AI,64.9425,0.06,0.0,0.06,64.94,0.06,0.0,0.06
20260531,FOURCASTNETV2-SMALL,20260529_12_AI,63.7575,1.24,0.0,1.24,63.76,1.24,0.0,1.24
20260601,FOURCASTNETV2-SMALL,20260529_12_AI,66.3175,0.0,1.32,1.32,66.32,0.0,1.32,1.32
20260602,FOURCASTNETV2-SMALL,20260529_12_AI,66.2225,0.0,1.22,1.22,66.22,0.0,1.22,1.22
20260603,FOURCASTNETV2-SMALL,20260529_12_AI,65.2225,0.0,0.22,0.22,65.22,0.0,0.22,0.22
20260604,FOURCASTNETV2-SMALL,20260529_12_AI,66.62,0.0,1.62,1.62,66.62,0.0,1.62,1.62
20260605,FOURCASTNETV2-SMALL,20260529_12_AI,70.1475,0.0,5.15,5.15,70.15,0.0,5.15,5.15
20260606,FOURCASTNETV2-SMALL,20260529_12_AI,70.0425,0.0,5.04,5.04,70.04,0.0,5.04,5.04
20260607,FOURCASTNETV2-SMALL,20260529_12_AI,69.10249999999999,0.0,4.1,4.1,69.1,0.0,4.1,4.1
20260608,FOURCASTNETV2-SMALL,20260529_12_AI,70.0175,0.0,5.02,5.02,70.02,0.0,5.02,5.02
20260609,FOURCASTNETV2-SMALL,20260529_12_AI,71.855,0.0,6.86,6.86,71.86,0.0,6.86,6.86
20260610,FOURCASTNETV2-SMALL,20260529_12_AI,73.765,0.0,8.76,8.76,73.76,0.0,8.76,8.76
20260611,FOURCASTNETV2-SMALL,20260529_12_AI,74.82,0.0,9.82,9.82,74.82,0.0,9.82,9.82
20260612,FOURCASTNETV2-SMALL,20260529_12_AI,74.99,0.0,9.99,9.99,74.99,0.0,9.99,9.99
20260613,FOURCASTNETV2-SMALL,20260529_12_AI,68.77,0.0,3.77,3.77,68.77,0.0,3.77,3.77
