date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260306,FOURCASTNETV2-SMALL,20260305_12_AI,48.6025,16.4,0,16.4,48.6,16.4,0,16.4
20260307,FOURCASTNETV2-SMALL,20260305_12_AI,51.425,13.58,0,13.58,51.42,13.58,0,13.58
20260308,FOURCASTNETV2-SMALL,20260305_12_AI,50.69,14.31,0,14.31,50.69,14.31,0,14.31
20260309,FOURCASTNETV2-SMALL,20260305_12_AI,53.175,11.83,0,11.83,53.18,11.83,0,11.83
20260310,FOURCASTNETV2-SMALL,20260305_12_AI,55.91,9.09,0,9.09,55.91,9.09,0,9.09
20260311,FOURCASTNETV2-SMALL,20260305_12_AI,54.2025,10.8,0,10.8,54.2,10.8,0,10.8
20260312,FOURCASTNETV2-SMALL,20260305_12_AI,42.105,22.9,0,22.9,42.1,22.9,0,22.9
20260313,FOURCASTNETV2-SMALL,20260305_12_AI,37.915,27.08,0,27.08,37.92,27.08,0,27.08
20260314,FOURCASTNETV2-SMALL,20260305_12_AI,43.4375,21.56,0,21.56,43.44,21.56,0,21.56
20260315,FOURCASTNETV2-SMALL,20260305_12_AI,40.8425,24.16,0,24.16,40.84,24.16,0,24.16
20260316,FOURCASTNETV2-SMALL,20260305_12_AI,35.3225,29.68,0,29.68,35.32,29.68,0,29.68
20260317,FOURCASTNETV2-SMALL,20260305_12_AI,33.7675,31.23,0,31.23,33.77,31.23,0,31.23
20260318,FOURCASTNETV2-SMALL,20260305_12_AI,34.605000000000004,30.39,0,30.39,34.61,30.39,0,30.39
20260319,FOURCASTNETV2-SMALL,20260305_12_AI,35.4325,29.57,0,29.57,35.43,29.57,0,29.57
20260320,FOURCASTNETV2-SMALL,20260305_12_AI,38.51333333333333,26.49,0,26.49,38.51,26.49,0,26.49
