date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260402,FOURCASTNETV2-SMALL,20260401_12_AI,52.985,12.02,0,12.02,52.98,12.02,0,12.02
20260403,FOURCASTNETV2-SMALL,20260401_12_AI,55.6225,9.38,0,9.38,55.62,9.38,0,9.38
20260404,FOURCASTNETV2-SMALL,20260401_12_AI,55.1375,9.86,0,9.86,55.14,9.86,0,9.86
20260405,FOURCASTNETV2-SMALL,20260401_12_AI,50.2975,14.7,0,14.7,50.3,14.7,0,14.7
20260406,FOURCASTNETV2-SMALL,20260401_12_AI,47.3175,17.68,0,17.68,47.32,17.68,0,17.68
20260407,FOURCASTNETV2-SMALL,20260401_12_AI,44.955,20.05,0,20.05,44.96,20.05,0,20.05
20260408,FOURCASTNETV2-SMALL,20260401_12_AI,42.91,22.09,0,22.09,42.91,22.09,0,22.09
20260409,FOURCASTNETV2-SMALL,20260401_12_AI,50.945,14.06,0,14.06,50.94,14.06,0,14.06
20260410,FOURCASTNETV2-SMALL,20260401_12_AI,57.86,7.14,0,7.14,57.86,7.14,0,7.14
20260411,FOURCASTNETV2-SMALL,20260401_12_AI,53.695,11.3,0,11.3,53.7,11.3,0,11.3
20260412,FOURCASTNETV2-SMALL,20260401_12_AI,48.8825,16.12,0,16.12,48.88,16.12,0,16.12
20260413,FOURCASTNETV2-SMALL,20260401_12_AI,45.3875,19.61,0,19.61,45.39,19.61,0,19.61
20260414,FOURCASTNETV2-SMALL,20260401_12_AI,45.3175,19.68,0,19.68,45.32,19.68,0,19.68
20260415,FOURCASTNETV2-SMALL,20260401_12_AI,42.6,22.4,0,22.4,42.6,22.4,0,22.4
20260416,FOURCASTNETV2-SMALL,20260401_12_AI,37.73666666666667,27.26,0,27.26,37.74,27.26,0,27.26
