date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260409,FOURCASTNETV2-SMALL,20260408_12_AI,51.7175,13.28,0.0,13.28,51.72,13.28,0.0,13.28
20260410,FOURCASTNETV2-SMALL,20260408_12_AI,54.45,10.55,0.0,10.55,54.45,10.55,0.0,10.55
20260411,FOURCASTNETV2-SMALL,20260408_12_AI,53.9275,11.07,0.0,11.07,53.93,11.07,0.0,11.07
20260412,FOURCASTNETV2-SMALL,20260408_12_AI,55.7675,9.23,0.0,9.23,55.77,9.23,0.0,9.23
20260413,FOURCASTNETV2-SMALL,20260408_12_AI,62.66,2.34,0.0,2.34,62.66,2.34,0.0,2.34
20260414,FOURCASTNETV2-SMALL,20260408_12_AI,64.86500000000001,0.13,0.0,0.13,64.87,0.13,0.0,0.13
20260415,FOURCASTNETV2-SMALL,20260408_12_AI,62.995000000000005,2.0,0.0,2.0,63.0,2.0,0.0,2.0
20260416,FOURCASTNETV2-SMALL,20260408_12_AI,58.435,6.56,0.0,6.56,58.44,6.56,0.0,6.56
20260417,FOURCASTNETV2-SMALL,20260408_12_AI,58.06,6.94,0.0,6.94,58.06,6.94,0.0,6.94
20260418,FOURCASTNETV2-SMALL,20260408_12_AI,60.2375,4.76,0.0,4.76,60.24,4.76,0.0,4.76
20260419,FOURCASTNETV2-SMALL,20260408_12_AI,62.1475,2.85,0.0,2.85,62.15,2.85,0.0,2.85
20260420,FOURCASTNETV2-SMALL,20260408_12_AI,63.4675,1.53,0.0,1.53,63.47,1.53,0.0,1.53
20260421,FOURCASTNETV2-SMALL,20260408_12_AI,67.0275,0.0,2.03,2.03,67.03,0.0,2.03,2.03
20260422,FOURCASTNETV2-SMALL,20260408_12_AI,68.9025,0.0,3.9,3.9,68.9,0.0,3.9,3.9
20260423,FOURCASTNETV2-SMALL,20260408_12_AI,65.73333333333333,0.0,0.73,0.73,65.73,0.0,0.73,0.73
