date,model,run_id,mean_temp,tdd,tdd_gw
20260501,FOURCASTNETV2-SMALL,20260430_12_AI,50.955,14.045000000000002,14.045000000000002
20260502,FOURCASTNETV2-SMALL,20260430_12_AI,50.0,15.0,15.0
20260503,FOURCASTNETV2-SMALL,20260430_12_AI,51.765,13.235,13.235
20260504,FOURCASTNETV2-SMALL,20260430_12_AI,58.035,7.862500000000001,7.862500000000001
20260505,FOURCASTNETV2-SMALL,20260430_12_AI,61.5975,4.15,4.15
20260506,FOURCASTNETV2-SMALL,20260430_12_AI,58.1125,6.8875,6.8875
20260507,FOURCASTNETV2-SMALL,20260430_12_AI,55.504999999999995,9.495,9.495
20260508,FOURCASTNETV2-SMALL,20260430_12_AI,55.1075,9.8925,9.8925
20260509,FOURCASTNETV2-SMALL,20260430_12_AI,57.677499999999995,7.455,7.455
20260510,FOURCASTNETV2-SMALL,20260430_12_AI,58.1975,6.8025,6.8025
20260511,FOURCASTNETV2-SMALL,20260430_12_AI,58.975,6.365,6.365
20260512,FOURCASTNETV2-SMALL,20260430_12_AI,60.8525,5.0575,5.0575
20260513,FOURCASTNETV2-SMALL,20260430_12_AI,60.1175,5.095,5.095
20260514,FOURCASTNETV2-SMALL,20260430_12_AI,60.7575,5.5875,5.5875
20260515,FOURCASTNETV2-SMALL,20260430_12_AI,61.81333333333333,4.296666666666667,4.296666666666667
