date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260322,FOURCASTNETV2-SMALL,20260321_12_AI,54.495000000000005,10.5,0,10.5,54.5,10.5,0,10.5
20260323,FOURCASTNETV2-SMALL,20260321_12_AI,46.6275,18.37,0,18.37,46.63,18.37,0,18.37
20260324,FOURCASTNETV2-SMALL,20260321_12_AI,41.115,23.88,0,23.88,41.12,23.88,0,23.88
20260325,FOURCASTNETV2-SMALL,20260321_12_AI,45.8825,19.12,0,19.12,45.88,19.12,0,19.12
20260326,FOURCASTNETV2-SMALL,20260321_12_AI,51.7575,13.24,0,13.24,51.76,13.24,0,13.24
20260327,FOURCASTNETV2-SMALL,20260321_12_AI,44.44,20.56,0,20.56,44.44,20.56,0,20.56
20260328,FOURCASTNETV2-SMALL,20260321_12_AI,38.7625,26.24,0,26.24,38.76,26.24,0,26.24
20260329,FOURCASTNETV2-SMALL,20260321_12_AI,43.3275,21.67,0,21.67,43.33,21.67,0,21.67
20260330,FOURCASTNETV2-SMALL,20260321_12_AI,44.8975,20.1,0,20.1,44.9,20.1,0,20.1
20260331,FOURCASTNETV2-SMALL,20260321_12_AI,48.24,16.76,0,16.76,48.24,16.76,0,16.76
20260401,FOURCASTNETV2-SMALL,20260321_12_AI,49.5925,15.41,0,15.41,49.59,15.41,0,15.41
20260402,FOURCASTNETV2-SMALL,20260321_12_AI,54.9275,10.07,0,10.07,54.93,10.07,0,10.07
20260403,FOURCASTNETV2-SMALL,20260321_12_AI,60.4375,4.56,0,4.56,60.44,4.56,0,4.56
20260404,FOURCASTNETV2-SMALL,20260321_12_AI,54.3275,10.67,0,10.67,54.33,10.67,0,10.67
20260405,FOURCASTNETV2-SMALL,20260321_12_AI,45.51,19.49,0,19.49,45.51,19.49,0,19.49
