date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260612,FOURCASTNETV2-SMALL,20260611_12_AI,75.58,0.0,10.58,10.58,75.58,0.0,10.58,10.58
20260613,FOURCASTNETV2-SMALL,20260611_12_AI,74.035,0.0,9.035,9.035,74.035,0.0,9.035,9.035
20260614,FOURCASTNETV2-SMALL,20260611_12_AI,72.25,0.0,7.25,7.25,72.25,0.0,7.25,7.25
20260615,FOURCASTNETV2-SMALL,20260611_12_AI,68.7175,0.5924999999999999,4.3100000000000005,4.9025,68.7175,0.5924999999999999,4.3100000000000005,4.9025
20260616,FOURCASTNETV2-SMALL,20260611_12_AI,67.2975,1.5350000000000001,3.8325,5.3675,67.2975,1.5350000000000001,3.8325,5.3675
20260617,FOURCASTNETV2-SMALL,20260611_12_AI,67.82,1.39,4.21,5.6,67.82,1.39,4.21,5.6
20260618,FOURCASTNETV2-SMALL,20260611_12_AI,70.9375,0.0,5.9375,5.9375,70.9375,0.0,5.9375,5.9375
20260619,FOURCASTNETV2-SMALL,20260611_12_AI,72.4075,0.0,7.407500000000001,7.407500000000001,72.4075,0.0,7.407500000000001,7.407500000000001
20260620,FOURCASTNETV2-SMALL,20260611_12_AI,70.0475,0.1625,5.209999999999999,5.3725,70.0475,0.1625,5.209999999999999,5.3725
20260621,FOURCASTNETV2-SMALL,20260611_12_AI,70.5425,0.0,5.5425,5.5425,70.5425,0.0,5.5425,5.5425
20260622,FOURCASTNETV2-SMALL,20260611_12_AI,70.195,0.0,5.195,5.195,70.195,0.0,5.195,5.195
20260623,FOURCASTNETV2-SMALL,20260611_12_AI,70.925,0.0,5.925000000000001,5.925000000000001,70.925,0.0,5.925000000000001,5.925000000000001
20260624,FOURCASTNETV2-SMALL,20260611_12_AI,72.04249999999999,0.0,7.0425,7.0425,72.04249999999999,0.0,7.0425,7.0425
20260625,FOURCASTNETV2-SMALL,20260611_12_AI,72.3175,0.0,7.3175,7.3175,72.3175,0.0,7.3175,7.3175
20260626,FOURCASTNETV2-SMALL,20260611_12_AI,69.82,0.0,4.819999999999999,4.819999999999999,69.82,0.0,4.819999999999999,4.819999999999999
