date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260408,FOURCASTNETV2-SMALL,20260407_12_AI,43.5925,21.41,0,21.41,43.59,21.41,0,21.41
20260409,FOURCASTNETV2-SMALL,20260407_12_AI,51.055,13.94,0,13.94,51.06,13.94,0,13.94
20260410,FOURCASTNETV2-SMALL,20260407_12_AI,53.4325,11.57,0,11.57,53.43,11.57,0,11.57
20260411,FOURCASTNETV2-SMALL,20260407_12_AI,53.0625,11.94,0,11.94,53.06,11.94,0,11.94
20260412,FOURCASTNETV2-SMALL,20260407_12_AI,55.57,9.43,0,9.43,55.57,9.43,0,9.43
20260413,FOURCASTNETV2-SMALL,20260407_12_AI,62.775,2.23,0,2.23,62.78,2.23,0,2.23
20260414,FOURCASTNETV2-SMALL,20260407_12_AI,64.5925,0.41,0,0.41,64.59,0.41,0,0.41
20260415,FOURCASTNETV2-SMALL,20260407_12_AI,59.6675,5.33,0,5.33,59.67,5.33,0,5.33
20260416,FOURCASTNETV2-SMALL,20260407_12_AI,54.1925,10.81,0,10.81,54.19,10.81,0,10.81
20260417,FOURCASTNETV2-SMALL,20260407_12_AI,56.325,8.67,0,8.67,56.32,8.67,0,8.67
20260418,FOURCASTNETV2-SMALL,20260407_12_AI,55.807500000000005,9.19,0,9.19,55.81,9.19,0,9.19
20260419,FOURCASTNETV2-SMALL,20260407_12_AI,50.41,14.59,0,14.59,50.41,14.59,0,14.59
20260420,FOURCASTNETV2-SMALL,20260407_12_AI,56.1975,8.8,0,8.8,56.2,8.8,0,8.8
20260421,FOURCASTNETV2-SMALL,20260407_12_AI,61.9425,3.06,0,3.06,61.94,3.06,0,3.06
20260422,FOURCASTNETV2-SMALL,20260407_12_AI,58.49666666666667,6.5,0,6.5,58.5,6.5,0,6.5
