date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260324,FOURCASTNETV2-SMALL,20260323_12_AI,41.1475,23.85,0,23.85,41.15,23.85,0,23.85
20260325,FOURCASTNETV2-SMALL,20260323_12_AI,46.065,18.94,0,18.94,46.06,18.94,0,18.94
20260326,FOURCASTNETV2-SMALL,20260323_12_AI,54.557500000000005,10.44,0,10.44,54.56,10.44,0,10.44
20260327,FOURCASTNETV2-SMALL,20260323_12_AI,49.8525,15.15,0,15.15,49.85,15.15,0,15.15
20260328,FOURCASTNETV2-SMALL,20260323_12_AI,38.1,26.9,0,26.9,38.1,26.9,0,26.9
20260329,FOURCASTNETV2-SMALL,20260323_12_AI,43.1325,21.87,0,21.87,43.13,21.87,0,21.87
20260330,FOURCASTNETV2-SMALL,20260323_12_AI,46.3,18.7,0,18.7,46.3,18.7,0,18.7
20260331,FOURCASTNETV2-SMALL,20260323_12_AI,50.6225,14.38,0,14.38,50.62,14.38,0,14.38
20260401,FOURCASTNETV2-SMALL,20260323_12_AI,48.295,16.7,0,16.7,48.3,16.7,0,16.7
20260402,FOURCASTNETV2-SMALL,20260323_12_AI,42.9375,22.06,0,22.06,42.94,22.06,0,22.06
20260403,FOURCASTNETV2-SMALL,20260323_12_AI,39.6175,25.38,0,25.38,39.62,25.38,0,25.38
20260404,FOURCASTNETV2-SMALL,20260323_12_AI,43.39,21.61,0,21.61,43.39,21.61,0,21.61
20260405,FOURCASTNETV2-SMALL,20260323_12_AI,51.5175,13.48,0,13.48,51.52,13.48,0,13.48
20260406,FOURCASTNETV2-SMALL,20260323_12_AI,53.7275,11.27,0,11.27,53.73,11.27,0,11.27
20260407,FOURCASTNETV2-SMALL,20260323_12_AI,46.24333333333334,18.76,0,18.76,46.24,18.76,0,18.76
