date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260405,FOURCASTNETV2-SMALL,20260404_12_AI,53.0825,11.92,0,11.92,53.08,11.92,0,11.92
20260406,FOURCASTNETV2-SMALL,20260404_12_AI,48.025,16.98,0,16.98,48.02,16.98,0,16.98
20260407,FOURCASTNETV2-SMALL,20260404_12_AI,43.9,21.1,0,21.1,43.9,21.1,0,21.1
20260408,FOURCASTNETV2-SMALL,20260404_12_AI,43.2525,21.75,0,21.75,43.25,21.75,0,21.75
20260409,FOURCASTNETV2-SMALL,20260404_12_AI,50.5825,14.42,0,14.42,50.58,14.42,0,14.42
20260410,FOURCASTNETV2-SMALL,20260404_12_AI,54.4925,10.51,0,10.51,54.49,10.51,0,10.51
20260411,FOURCASTNETV2-SMALL,20260404_12_AI,56.447500000000005,8.55,0,8.55,56.45,8.55,0,8.55
20260412,FOURCASTNETV2-SMALL,20260404_12_AI,60.0975,4.9,0,4.9,60.1,4.9,0,4.9
20260413,FOURCASTNETV2-SMALL,20260404_12_AI,62.1025,2.9,0,2.9,62.1,2.9,0,2.9
20260414,FOURCASTNETV2-SMALL,20260404_12_AI,58.49,6.51,0,6.51,58.49,6.51,0,6.51
20260415,FOURCASTNETV2-SMALL,20260404_12_AI,56.25,8.75,0,8.75,56.25,8.75,0,8.75
20260416,FOURCASTNETV2-SMALL,20260404_12_AI,59.295,5.7,0,5.7,59.3,5.7,0,5.7
20260417,FOURCASTNETV2-SMALL,20260404_12_AI,55.3125,9.69,0,9.69,55.31,9.69,0,9.69
20260418,FOURCASTNETV2-SMALL,20260404_12_AI,56.425,8.58,0,8.58,56.42,8.58,0,8.58
20260419,FOURCASTNETV2-SMALL,20260404_12_AI,54.123333333333335,10.88,0,10.88,54.12,10.88,0,10.88
