date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260512,FOURCASTNETV2-SMALL,20260511_12_AI,56.8,8.2,0.0,8.2,56.8,8.2,0.0,8.2
20260513,FOURCASTNETV2-SMALL,20260511_12_AI,60.0325,4.97,0.0,4.97,60.03,4.97,0.0,4.97
20260514,FOURCASTNETV2-SMALL,20260511_12_AI,57.4825,7.52,0.0,7.52,57.48,7.52,0.0,7.52
20260515,FOURCASTNETV2-SMALL,20260511_12_AI,58.56,6.44,0.0,6.44,58.56,6.44,0.0,6.44
20260516,FOURCASTNETV2-SMALL,20260511_12_AI,64.0325,0.97,0.0,0.97,64.03,0.97,0.0,0.97
20260517,FOURCASTNETV2-SMALL,20260511_12_AI,66.615,0.0,1.61,1.61,66.61,0.0,1.61,1.61
20260518,FOURCASTNETV2-SMALL,20260511_12_AI,68.1575,0.0,3.16,3.16,68.16,0.0,3.16,3.16
20260519,FOURCASTNETV2-SMALL,20260511_12_AI,67.3875,0.0,2.39,2.39,67.39,0.0,2.39,2.39
20260520,FOURCASTNETV2-SMALL,20260511_12_AI,63.235,1.77,0.0,1.77,63.24,1.77,0.0,1.77
20260521,FOURCASTNETV2-SMALL,20260511_12_AI,61.305,3.7,0.0,3.7,61.3,3.7,0.0,3.7
20260522,FOURCASTNETV2-SMALL,20260511_12_AI,59.73,5.27,0.0,5.27,59.73,5.27,0.0,5.27
20260523,FOURCASTNETV2-SMALL,20260511_12_AI,60.575,4.42,0.0,4.42,60.58,4.42,0.0,4.42
20260524,FOURCASTNETV2-SMALL,20260511_12_AI,62.82,2.18,0.0,2.18,62.82,2.18,0.0,2.18
20260525,FOURCASTNETV2-SMALL,20260511_12_AI,64.27250000000001,0.73,0.0,0.73,64.27,0.73,0.0,0.73
20260526,FOURCASTNETV2-SMALL,20260511_12_AI,63.81333333333333,1.19,0.0,1.19,63.81,1.19,0.0,1.19
