date,model,run_id,mean_temp,hdd,cdd,tdd,mean_temp_gw,hdd_gw,cdd_gw,tdd_gw
20260522,FOURCASTNETV2-SMALL,20260521_12_AI,59.7975,5.2,0.0,5.2,59.8,5.2,0.0,5.2
20260523,FOURCASTNETV2-SMALL,20260521_12_AI,60.08,4.92,0.0,4.92,60.08,4.92,0.0,4.92
20260524,FOURCASTNETV2-SMALL,20260521_12_AI,60.8325,4.17,0.0,4.17,60.83,4.17,0.0,4.17
20260525,FOURCASTNETV2-SMALL,20260521_12_AI,63.165,1.84,0.0,1.84,63.16,1.84,0.0,1.84
20260526,FOURCASTNETV2-SMALL,20260521_12_AI,65.15,0.0,0.15,0.15,65.15,0.0,0.15,0.15
20260527,FOURCASTNETV2-SMALL,20260521_12_AI,67.445,0.0,2.44,2.44,67.44,0.0,2.44,2.44
20260528,FOURCASTNETV2-SMALL,20260521_12_AI,68.995,0.0,4.0,4.0,69.0,0.0,4.0,4.0
20260529,FOURCASTNETV2-SMALL,20260521_12_AI,70.5125,0.0,5.51,5.51,70.51,0.0,5.51,5.51
20260530,FOURCASTNETV2-SMALL,20260521_12_AI,72.89750000000001,0.0,7.9,7.9,72.9,0.0,7.9,7.9
20260531,FOURCASTNETV2-SMALL,20260521_12_AI,72.43,0.0,7.43,7.43,72.43,0.0,7.43,7.43
20260601,FOURCASTNETV2-SMALL,20260521_12_AI,68.27250000000001,0.0,3.27,3.27,68.27,0.0,3.27,3.27
20260602,FOURCASTNETV2-SMALL,20260521_12_AI,65.9625,0.0,0.96,0.96,65.96,0.0,0.96,0.96
20260603,FOURCASTNETV2-SMALL,20260521_12_AI,66.555,0.0,1.56,1.56,66.56,0.0,1.56,1.56
20260604,FOURCASTNETV2-SMALL,20260521_12_AI,67.665,0.0,2.67,2.67,67.67,0.0,2.67,2.67
20260605,FOURCASTNETV2-SMALL,20260521_12_AI,67.04666666666667,0.0,2.05,2.05,67.05,0.0,2.05,2.05
